,sequence,answer_cause,switched,responses,responses_ss
29,The insect pollinated the tomato flowers because tomatoes grew on the vine. Tomatoes grew on the vine because the insect pollinated the tomato flowers.,Tomatoes grew on the vine because the insect pollinated the tomato flowers.,True,Tomatoes grew on the vine because the insect pollinated the tomato flowers.,"The insect pollinated the tomato flowers because tomatoes grew on the vine.
The girl was running because"
30,The driver hit the brakes because the girl stepped onto the street. The girl stepped onto the street because the driver hit the brakes.,The driver hit the brakes because the girl stepped onto the street.,False,"The driver hit the brakes because the girl stepped onto the street.
The girl stepped onto the street",The driver hit the brakes because the girl stepped onto the street.
31,The girl stepped onto the street because the driver hit the brakes. The driver hit the brakes because the girl stepped onto the street.,The driver hit the brakes because the girl stepped onto the street.,True,The girl stepped onto the street because the driver hit the brakes.,The girl stepped onto the street because the driver hit the brakes.
32,The performer ran off the stage because there was a wardrobe malfunction. There was a wardrobe malfunction because the performer ran off the stage.,The performer ran off the stage because there was a wardrobe malfunction.,False,There was a wardrobe malfunction because the performer ran off the stage.,There was a wardrobe malfunction because the performer ran off the stage.
33,There was a wardrobe malfunction because the performer ran off the stage. The performer ran off the stage because there was a wardrobe malfunction.,The performer ran off the stage because there was a wardrobe malfunction.,True,The performer ran off the stage because there was a wardrobe malfunction.,There was a wardrobe malfunction because the performer ran off the stage.
34,"The pilot turned on the ""fasten seatbelts"" light because a bird hit the engine. A bird hit the engine because the pilot turned on the ""fasten seatbelts"" light.","The pilot turned on the ""fasten seatbelts"" light because a bird hit the engine.",False,"The pilot turned on the ""fasten seatbelts"" light because a bird hit the engine.","A bird hit the engine because the pilot turned on the ""fasten seatbelts"" light."
35,"A bird hit the engine because the pilot turned on the ""fasten seatbelts"" light. The pilot turned on the ""fasten seatbelts"" light because a bird hit the engine.","The pilot turned on the ""fasten seatbelts"" light because a bird hit the engine.",True,"The pilot turned on the ""fasten seatbelts"" light because a bird hit the engine.","A bird hit the engine because the pilot turned on the ""fasten seatbelts"" light."
36,The man sipped the milk and spit it out because the milk was left outside the fridge over night. The milk was left outside the fridge over night because the man sipped the milk and spit it out.,The man sipped the milk and spit it out because the milk was left outside the fridge over night.,False,The man spat the milk and spit it out because the milk was left outside the fridge over night.,The man sipped the milk and spit it out because the milk was left outside the fridge over night
37,The milk was left outside the fridge over night because the man sipped the milk and spit it out. The man sipped the milk and spit it out because the milk was left outside the fridge over night.,The man sipped the milk and spit it out because the milk was left outside the fridge over night.,True,The milk was left outside the fridge over night because the man sipped the milk and spit it out,The milk was left outside the fridge over night because the man sipped the milk and spit it out
38,The man turned down the music volume because the man couldn't hear what the woman was saying. The man couldn't hear what the woman was saying because the man turned down the music volume.,The man turned down the music volume because the man couldn't hear what the woman was saying.,False,"The man turned down the music volume because the man couldn't hear what the woman was saying.
",The man turned down the music volume because the man couldn't hear what the woman was saying.
39,The man couldn't hear what the woman was saying because the man turned down the music volume. The man turned down the music volume because the man couldn't hear what the woman was saying.,The man turned down the music volume because the man couldn't hear what the woman was saying.,True,The man turned down the music volume because the man couldn't hear what the woman was saying.,The man couldn't hear what the woman was saying because the man turned down the music volume.
40,The meat spoiled because the power was out for days. The power was out for days because the meat spoiled.,The meat spoiled because the power was out for days.,False,"The meat spoiled because the power was out for days.
The company's stock went down because the",The meat spoiled because the power was out for days.
41,The power was out for days because the meat spoiled. The meat spoiled because the power was out for days.,The meat spoiled because the power was out for days.,True,The meat spoiled because the power was out for days.,The power was out for days because the meat spoiled.
42,A flower grew because the gardener planted a seed. The gardener planted a seed because a flower grew.,A flower grew because the gardener planted a seed.,False,"A flower grew because the gardener planted a seed.
A man was covered in sticky red go",A flower grew because the gardener planted a seed.
43,The gardener planted a seed because a flower grew. A flower grew because the gardener planted a seed.,A flower grew because the gardener planted a seed.,True,A flower grew because the gardener planted a seed.,The gardener planted a seed because a flower grew.
44,The team won the championship because the team won the game. The team won the game because the team won the championship.,The team won the championship because the team won the game.,False,The team won the championship because the team won the game.,The team won the championship because the team won the game.
45,The team won the game because the team won the championship. The team won the championship because the team won the game.,The team won the championship because the team won the game.,True,The team won the game because the team won the championship.,The team won the game because the team won the championship.
46,The man climbed in through the window because the door was locked. The door was locked because the man climbed in through the window.,The man climbed in through the window because the door was locked.,False,The man climbed in through the window because the door was locked.,The man climbed in through the window because the door was locked.
47,The door was locked because the man climbed in through the window. The man climbed in through the window because the door was locked.,The man climbed in through the window because the door was locked.,True,The man climbed in through the window.,"The man climbed in through the window.
The dog bit me because I pulled its tail. I"
48,The ship capsized because the wind blew strong. The wind blew strong because the ship capsized.,The ship capsized because the wind blew strong.,False,The ship capsized because the wind blew strong.,The ship capsized because the wind blew strong.
49,The wind blew strong because the ship capsized. The ship capsized because the wind blew strong.,The ship capsized because the wind blew strong.,True,The ship capsized because the wind blew strong.,The wind blew strong because the ship capsized.
50,The man went to jail because the man robbed a gas station. The man robbed a gas station because the man went to jail.,The man went to jail because the man robbed a gas station.,False,"The man went to jail because the man robbed a gas station.
The man turned down the music",The man went to jail because the man robbed a gas station.
51,The man robbed a gas station because the man went to jail. The man went to jail because the man robbed a gas station.,The man went to jail because the man robbed a gas station.,True,The man robbed a gas station because the man went to jail.,The man robbed a gas station because the man went to jail.
52,Acme paid Jill's legal fees because Jill won the lawsuit against Acme. Jill won the lawsuit against Acme because acme paid Jill's legal fees.,Acme paid Jill's legal fees because Jill won the lawsuit against Acme.,False,Acme paid Jill's legal fees because Jill won the lawsuit against Acme.,Jill won the lawsuit against Acme because acme paid Jill's legal fees.
53,Jill won the lawsuit against Acme because acme paid Jill's legal fees. Acme paid Jill's legal fees because Jill won the lawsuit against Acme.,Acme paid Jill's legal fees because Jill won the lawsuit against Acme.,True,Jill won the lawsuit against Acme because acme paid Jill's legal fees.,"Jill won the lawsuit against Acme because acme paid Jill's legal fees.
The team"
54,School was cancelled because there was a snowstorm. There was a snowstorm because school was cancelled.,School was cancelled because there was a snowstorm.,False,"School was cancelled because there was a snowstorm.
The family went on vacation because the school was",School was cancelled because there was a snowstorm.
55,There was a snowstorm because school was cancelled. School was cancelled because there was a snowstorm.,School was cancelled because there was a snowstorm.,True,There was a snowstorm because school was cancelled.,"There was a snowstorm because school was cancelled.
The family went on vacation because the school was"
56,The tenants contacted their landlord because the tenants noticed mold on the bathroom ceiling. The tenants noticed mold on the bathroom ceiling because the tenants contacted their landlord.,The tenants contacted their landlord because the tenants noticed mold on the bathroom ceiling.,False,The tenants contacted their landlord because the tenants noticed mold on the bathroom ceiling.,The tenants contacted their landlord because the tenants noticed mold on the bathroom ceiling.
57,The tenants noticed mold on the bathroom ceiling because the tenants contacted their landlord. The tenants contacted their landlord because the tenants noticed mold on the bathroom ceiling.,The tenants contacted their landlord because the tenants noticed mold on the bathroom ceiling.,True,The tenants contacted their landlord because the tenants noticed mold on the bathroom ceiling.,"The tenants noticed mold on the bathroom ceiling because the tenants contacted their landlord.
The tenant called the"
58,I got an A on the test because i studied hard. I studied hard because i got an A on the test.,I got an A on the test because i studied hard.,False,I got an A on the test because i studied hard.,I got an A on the test because i studied hard.
59,I studied hard because i got an A on the test. I got an A on the test because i studied hard.,I got an A on the test because i studied hard.,True,I studied hard because i got an A on the test.,I studied hard because i got an A on the test.
60,The window broke because the boy threw a rock. The boy threw a rock because the window broke.,The window broke because the boy threw a rock.,False,"The window broke because the boy threw a rock.
The boy was caught because the police found his",The window broke because the boy threw a rock.
61,The boy threw a rock because the window broke. The window broke because the boy threw a rock.,The window broke because the boy threw a rock.,True,The window broke because the boy threw a rock.,"The boy threw a rock because the window broke.
The rock hit the window because the boy threw"
62,The driver was pulled over and was fined because the driver ran a red light. The driver ran a red light because the driver was pulled over and was fined.,The driver was pulled over and was fined because the driver ran a red light.,False,"The driver was pulled over and was fined because the driver ran a red light.
The boy was",The driver was pulled over and was fined because the driver ran a red light.
63,The driver ran a red light because the driver was pulled over and was fined. The driver was pulled over and was fined because the driver ran a red light.,The driver was pulled over and was fined because the driver ran a red light.,True,The driver was pulled over and was fined because the driver ran a red light.,"The driver ran a red light because the driver was pulled over and was fined.
The driver was"
64,The girl got detention because the girl skipped school. The girl skipped school because the girl got detention.,The girl got detention because the girl skipped school.,False,The girl got detention because the girl skipped school.,The girl skipped school because the girl got detention.
65,The girl skipped school because the girl got detention. The girl got detention because the girl skipped school.,The girl got detention because the girl skipped school.,True,"The girl skipped school because the girl got detention.
The man was caught stealing because the man was",The girl skipped school because the girl got detention.
66,Light filled the room because i flipped the switch. I flipped the switch because light filled the room.,Light filled the room because i flipped the switch.,False,Light filled the room because i flipped the switch.,"Light filled the room because i flipped the switch.
The light switch was on because the cord was"
67,I flipped the switch because light filled the room. Light filled the room because i flipped the switch.,Light filled the room because i flipped the switch.,True,I flipped the switch because light filled the room.,I flipped the switch because light filled the room.
68,The dog bit me because i pulled the dog's tail. I pulled the dog's tail because the dog bit me.,The dog bit me because i pulled the dog's tail.,False,The dog bit me because i pulled the dog's tail.,I pulled the dog's tail because the dog bit me.
69,I pulled the dog's tail because the dog bit me. The dog bit me because i pulled the dog's tail.,The dog bit me because i pulled the dog's tail.,True,I pulled the dog's tail because the dog bit me.,I pulled the dog's tail because the dog bit me.
70,The family went on vacation because school was on break. School was on break because the family went on vacation.,The family went on vacation because school was on break.,False,The family went on vacation because school was on break.,The family went on vacation because school was on break.
71,School was on break because the family went on vacation. The family went on vacation because school was on break.,The family went on vacation because school was on break.,True,School was on break because the family went on vacation.,School was on break because the family went on vacation.
72,The family went to the beach because the air conditioner broke. The air conditioner broke because the family went to the beach.,The family went to the beach because the air conditioner broke.,False,The family went to the beach because the air conditioner broke.,The family went to the beach because the air conditioner broke.
73,The air conditioner broke because the family went to the beach. The family went to the beach because the air conditioner broke.,The family went to the beach because the air conditioner broke.,True,The family went to the beach because the air conditioner broke.,"The air conditioner broke because the family went to the beach.
The family went to the beach"
74,Mom gave the girl fever medicine because the girl had a fever. The girl had a fever because mom gave the girl fever medicine.,Mom gave the girl fever medicine because the girl had a fever.,False,Mom gave the girl fever medicine because the girl had a fever.,Mom gave the girl fever medicine because the girl had a fever.
75,The girl had a fever because mom gave the girl fever medicine. Mom gave the girl fever medicine because the girl had a fever.,Mom gave the girl fever medicine because the girl had a fever.,True,Mom gave the girl fever medicine because the girl had a fever.,The girl had a fever because mom gave the girl fever medicine.
76,We made French toast because the bread was dry. The bread was dry because we made French toast.,We made French toast because the bread was dry.,False,We made French toast because the bread was dry.,"We made French toast because the bread was dry.
The door was locked because the man climbed in"
77,The bread was dry because we made French toast. We made French toast because the bread was dry.,We made French toast because the bread was dry.,True,"The bread was dry because we made French toast.
The car got dirty because I washed it.","The bread was dry because we made French toast.
The woman who was walking on the street opened"
78,The company's stock went up because the company's posted strong earnings. The company's posted strong earnings because the company's stock went up.,The company's stock went up because the company's posted strong earnings.,False,The company's stock went up because the company's posted strong earnings.,The company's stock went up because the company's posted strong earnings.
79,The company's posted strong earnings because the company's stock went up. The company's stock went up because the company's posted strong earnings.,The company's stock went up because the company's posted strong earnings.,True,The company's stock went up because the company's posted strong earnings.,The company's posted strong earnings because the company's stock went up.
80,I put my clothes in the washing machine because my clothes got dirty. My clothes got dirty because i put my clothes in the washing machine.,I put my clothes in the washing machine because my clothes got dirty.,False,I put my clothes in the washing machine because my clothes got dirty.,My clothes got dirty because i put my clothes in the washing machine.
81,My clothes got dirty because i put my clothes in the washing machine. I put my clothes in the washing machine because my clothes got dirty.,I put my clothes in the washing machine because my clothes got dirty.,True,I put my clothes in the washing machine because my clothes got dirty.,"My clothes got dirty because i put my clothes in the washing machine.
The man was driving and"
82,My friend celebrated with their family because my friend got a promotion. My friend got a promotion because my friend celebrated with their family.,My friend celebrated with their family because my friend got a promotion.,False,My friend celebrated with their family because my friend got a promotion.,My friend celebrated with their family because my friend got a promotion.
83,My friend got a promotion because my friend celebrated with their family. My friend celebrated with their family because my friend got a promotion.,My friend celebrated with their family because my friend got a promotion.,True,My friend got a promotion because my friend celebrated with their family.,My friend got a promotion because my friend celebrated with their family.
84,The basketball player took a free throw because the basketball player was shoved. The basketball player was shoved because the basketball player took a free throw.,The basketball player took a free throw because the basketball player was shoved.,False,"The basketball player took a free throw because the basketball player was shoved.
The ship capsized because",The basketball player took a free throw because the basketball player was shoved.
85,The basketball player was shoved because the basketball player took a free throw. The basketball player took a free throw because the basketball player was shoved.,The basketball player took a free throw because the basketball player was shoved.,True,The basketball player was shoved because the basketball player took a free throw.,"The basketball player was shoved because the basketball player took a free throw.
The basketball player was pushed"
86,Alice missed her flight because Alice didn't wake up. Alice didn't wake up because Alice missed her flight.,Alice missed her flight because Alice didn't wake up.,False,Alice missed her flight because Alice didn't wake up.,Alice missed her flight because she didn't wake up.
87,Alice didn't wake up because Alice missed her flight. Alice missed her flight because Alice didn't wake up.,Alice missed her flight because Alice didn't wake up.,True,Alice missed her flight because she didn't wake up.,Alice missed her flight because Alice didn't wake up.
88,The man sued because the floor was wet. The floor was wet because the man sued.,The man sued because the floor was wet.,False,"The man sued because the floor was wet.
The family went to the beach because the air condition","The man sued because the floor was wet.
The man was driving in a car when he hit"
89,The floor was wet because the man sued. The man sued because the floor was wet.,The man sued because the floor was wet.,True,The man sued because the floor was wet.,The floor was wet because the man sued.
90,The picnic was cancelled because it rained. It rained because the picnic was cancelled.,The picnic was cancelled because it rained.,False,The picnic was cancelled because it rained.,It rained because the picnic was cancelled.
91,It rained because the picnic was cancelled. The picnic was cancelled because it rained.,The picnic was cancelled because it rained.,True,It rained because the picnic was cancelled.,It rained because the picnic was cancelled.
92,The girl caught a cold because the girl didn't wear her sweater. The girl didn't wear her sweater because the girl caught a cold.,The girl caught a cold because the girl didn't wear her sweater.,False,The girl caught a cold because the girl didn't wear her sweater.,The girl didn't wear her sweater because the girl caught a cold.
93,The girl didn't wear her sweater because the girl caught a cold. The girl caught a cold because the girl didn't wear her sweater.,The girl caught a cold because the girl didn't wear her sweater.,True,The girl didn't wear her sweater because the girl caught a cold.,The girl didn't wear her sweater because the girl caught a cold.
94,A search party was assembled because the man got lost in the woods. The man got lost in the woods because a search party was assembled.,A search party was assembled because the man got lost in the woods.,False,A search party was assembled because the man got lost in the woods.,The man got lost in the woods because a search party was assembled.
95,The man got lost in the woods because a search party was assembled. A search party was assembled because the man got lost in the woods.,A search party was assembled because the man got lost in the woods.,True,A search party was assembled because the man got lost in the woods.,The man got lost in the woods because a search party was assembled.
96,Ted had a hangover because Ted went out drinking. Ted went out drinking because Ted had a hangover.,Ted had a hangover because Ted went out drinking.,False,Ted had a hangover because Ted went out drinking.,Ted had a hangover because he went out drinking.
97,Ted went out drinking because Ted had a hangover. Ted had a hangover because Ted went out drinking.,Ted had a hangover because Ted went out drinking.,True,Ted went out drinking because Ted had a hangover.,"Ted went out drinking because Ted had a hangover.
The boy threw a rock because the window"
98,Bob opened the jar and was frustrated because Alice ate the last cookie. Alice ate the last cookie because Bob opened the jar and was frustrated.,Bob opened the jar and was frustrated because Alice ate the last cookie.,False,Bob opened the jar and was frustrated because Alice ate the last cookie.,Bob opened the jar and was frustrated because Alice ate the last cookie.
99,Alice ate the last cookie because Bob opened the jar and was frustrated. Bob opened the jar and was frustrated because Alice ate the last cookie.,Bob opened the jar and was frustrated because Alice ate the last cookie.,True,Alice ate the last cookie because Bob opened the jar and was frustrated.,"Alice ate the last cookie because Bob opened the jar and was frustrated.
The family went on vacation"
100,Mom rinsed the tray because Jimmy took the last piece of cake. Jimmy took the last piece of cake because mom rinsed the tray.,Mom rinsed the tray because Jimmy took the last piece of cake.,False,Mom rinsed the tray because Jimmy took the last piece of cake.,Jimmy took the last piece of cake because mom rinsed the tray.
101,Jimmy took the last piece of cake because mom rinsed the tray. Mom rinsed the tray because Jimmy took the last piece of cake.,Mom rinsed the tray because Jimmy took the last piece of cake.,True,Jimmy took the last piece of cake because mom rinsed the tray.,Jimmy took the last piece of cake because mom rinsed the tray.
