prompts,correct_answers,answers
She went to the store and bought toilet paper because she noticed that she was out of toilet paper. She noticed that she was out of toilet paper because she went to the store and bought toilet paper.,She went to the store and bought toilet paper because she noticed that she was out of toilet paper.,"

The sentence that gets cause and effect right is ""She noticed that she was out of toilet paper because she went to"
She noticed that she was out of toilet paper because she went to the store and bought toilet paper. She went to the store and bought toilet paper because she noticed that she was out of toilet paper.,She went to the store and bought toilet paper because she noticed that she was out of toilet paper.,"

The sentence that gets cause and effect right is ""She went to the store and bought toilet paper because she noticed that"
The dinosaurs became extinct because a large object hit the Earth. A large object hit the Earth because the dinosaurs became extinct.,The dinosaurs became extinct because a large object hit the Earth.,"

The sentence that gets cause and effect right is ""A large object hit the Earth because the dinosaurs became extinct."""
A large object hit the Earth because the dinosaurs became extinct. The dinosaurs became extinct because a large object hit the Earth.,The dinosaurs became extinct because a large object hit the Earth.,"

The sentence that gets cause and effect right is ""The dinosaurs became extinct because a large object hit the Earth."""
The soda went flat because the bottle was left open. The bottle was left open because the soda went flat.,The soda went flat because the bottle was left open.,"

The sentence that gets cause and effect right is ""The bottle was left open because the soda went flat."""
The bottle was left open because the soda went flat. The soda went flat because the bottle was left open.,The soda went flat because the bottle was left open.,"

The sentence that gets cause and effect right is ""The soda went flat because the bottle was left open."""
George plugged the laptop charger in because the laptop ran out of battery. The laptop ran out of battery because George plugged the laptop charger in.,George plugged the laptop charger in because the laptop ran out of battery.,"

The sentence that gets cause and effect right is ""George plugged the laptop charger in because the laptop ran out of battery"
The laptop ran out of battery because George plugged the laptop charger in. George plugged the laptop charger in because the laptop ran out of battery.,George plugged the laptop charger in because the laptop ran out of battery.,"

The sentence that gets cause and effect right is ""George plugged the laptop charger in because the laptop ran out of battery"
Sunlight filled the room because the curtains were opened. The curtains were opened because sunlight filled the room.,Sunlight filled the room because the curtains were opened.,"

The sentence that gets cause and effect right is ""The curtains were opened because sunlight filled the room."""
The curtains were opened because sunlight filled the room. Sunlight filled the room because the curtains were opened.,Sunlight filled the room because the curtains were opened.,"

The sentence that gets cause and effect right is ""The curtains were opened because sunlight filled the room."""
Tomatoes grew on the vine because the insect pollinated the tomato flowers. The insect pollinated the tomato flowers because tomatoes grew on the vine.,Tomatoes grew on the vine because the insect pollinated the tomato flowers.,"

The sentence that gets cause and effect right is ""Tomatoes grew on the vine because the insect pollinated the tomato"
The insect pollinated the tomato flowers because tomatoes grew on the vine. Tomatoes grew on the vine because the insect pollinated the tomato flowers.,Tomatoes grew on the vine because the insect pollinated the tomato flowers.,"

The sentence that gets cause and effect right is ""The insect pollinated the tomato flowers because tomatoes grew on the vine"
The driver hit the brakes because the girl stepped onto the street. The girl stepped onto the street because the driver hit the brakes.,The driver hit the brakes because the girl stepped onto the street.,"

The sentence that gets cause and effect right is ""The girl stepped onto the street because the driver hit the brakes."""
The girl stepped onto the street because the driver hit the brakes. The driver hit the brakes because the girl stepped onto the street.,The driver hit the brakes because the girl stepped onto the street.,"

The sentence that gets cause and effect right is ""The driver hit the brakes because the girl stepped onto the street."""
The performer ran off the stage because there was a wardrobe malfunction. There was a wardrobe malfunction because the performer ran off the stage.,The performer ran off the stage because there was a wardrobe malfunction.,"

The sentence that gets cause and effect right is ""There was a wardrobe malfunction because the performer ran off the stage."""
There was a wardrobe malfunction because the performer ran off the stage. The performer ran off the stage because there was a wardrobe malfunction.,The performer ran off the stage because there was a wardrobe malfunction.,"

The performer ran off the stage because there was a wardrobe malfunction."
"The pilot turned on the ""fasten seatbelts"" light because a bird hit the engine. A bird hit the engine because the pilot turned on the ""fasten seatbelts"" light.","The pilot turned on the ""fasten seatbelts"" light because a bird hit the engine.","

The sentence that gets cause and effect right is ""A bird hit the engine because the pilot turned on the ""fast"
"A bird hit the engine because the pilot turned on the ""fasten seatbelts"" light. The pilot turned on the ""fasten seatbelts"" light because a bird hit the engine.","The pilot turned on the ""fasten seatbelts"" light because a bird hit the engine.","

The sentence that gets cause and effect right is ""The pilot turned on the ""fasten seatbelts"" light"
The man sipped the milk and spit it out because the milk was left outside the fridge over night. The milk was left outside the fridge over night because the man sipped the milk and spit it out.,The man sipped the milk and spit it out because the milk was left outside the fridge over night.,"

The sentence that gets cause and effect right is ""The man sipped the milk and spit it out because the milk"
The milk was left outside the fridge over night because the man sipped the milk and spit it out. The man sipped the milk and spit it out because the milk was left outside the fridge over night.,The man sipped the milk and spit it out because the milk was left outside the fridge over night.,"

The milk was left outside the fridge over night because the man sipped the milk and spit it out."
The man turned down the music volume because the man couldn't hear what the woman was saying. The man couldn't hear what the woman was saying because the man turned down the music volume.,The man turned down the music volume because the man couldn't hear what the woman was saying.,"

The sentence with the correct cause and effect is ""The man turned down the music volume because the man couldn't hear"
The man couldn't hear what the woman was saying because the man turned down the music volume. The man turned down the music volume because the man couldn't hear what the woman was saying.,The man turned down the music volume because the man couldn't hear what the woman was saying.,"

The sentence that gets cause and effect right is ""The man turned down the music volume because the man couldn't hear"
The meat spoiled because the power was out for days. The power was out for days because the meat spoiled.,The meat spoiled because the power was out for days.,"

The meat spoiled because the power was out for days."
The power was out for days because the meat spoiled. The meat spoiled because the power was out for days.,The meat spoiled because the power was out for days.,"

The sentence with the cause and effect in the correct order is ""The meat spoiled because the power was out for days"
A flower grew because the gardener planted a seed. The gardener planted a seed because a flower grew.,A flower grew because the gardener planted a seed.,"

The gardener planted a seed because a flower grew."
The gardener planted a seed because a flower grew. A flower grew because the gardener planted a seed.,A flower grew because the gardener planted a seed.,"

A flower grew because the gardener planted a seed."
The team won the championship because the team won the game. The team won the game because the team won the championship.,The team won the championship because the team won the game.,"

The sentence that gets cause and effect right is ""The team won the game because the team won the championship."""
The team won the game because the team won the championship. The team won the championship because the team won the game.,The team won the championship because the team won the game.,"

The sentence that gets cause and effect right is ""The team won the championship because the team won the game."""
The man climbed in through the window because the door was locked. The door was locked because the man climbed in through the window.,The man climbed in through the window because the door was locked.,"

The sentence that gets cause and effect right is ""The door was locked because the man climbed in through the window."""
The door was locked because the man climbed in through the window. The man climbed in through the window because the door was locked.,The man climbed in through the window because the door was locked.,"

The sentence that gets cause and effect right is ""The man climbed in through the window because the door was locked."""
The ship capsized because the wind blew strong. The wind blew strong because the ship capsized.,The ship capsized because the wind blew strong.,"

The sentence that gets cause and effect right is ""The wind blew strong because the ship capsized."""
The wind blew strong because the ship capsized. The ship capsized because the wind blew strong.,The ship capsized because the wind blew strong.,"

The sentence that gets cause and effect right is ""The ship capsized because the wind blew strong."""
The man went to jail because the man robbed a gas station. The man robbed a gas station because the man went to jail.,The man went to jail because the man robbed a gas station.,"

The man went to jail because the man robbed a gas station."
The man robbed a gas station because the man went to jail. The man went to jail because the man robbed a gas station.,The man went to jail because the man robbed a gas station.,"

The man robbed a gas station because the man went to jail."
Acme paid Jill's legal fees because Jill won the lawsuit against Acme. Jill won the lawsuit against Acme because acme paid Jill's legal fees.,Acme paid Jill's legal fees because Jill won the lawsuit against Acme.,"

The sentence that gets cause and effect right is ""Acme paid Jill's legal fees because Jill won the lawsuit against"
Jill won the lawsuit against Acme because acme paid Jill's legal fees. Acme paid Jill's legal fees because Jill won the lawsuit against Acme.,Acme paid Jill's legal fees because Jill won the lawsuit against Acme.,"

The sentence that gets cause and effect right is ""Acme paid Jill's legal fees because Jill won the lawsuit against"
School was cancelled because there was a snowstorm. There was a snowstorm because school was cancelled.,School was cancelled because there was a snowstorm.,"

There was a snowstorm because school was cancelled."
There was a snowstorm because school was cancelled. School was cancelled because there was a snowstorm.,School was cancelled because there was a snowstorm.,"

The sentence that gets cause and effect right is ""School was cancelled because there was a snowstorm."""
The tenants contacted their landlord because the tenants noticed mold on the bathroom ceiling. The tenants noticed mold on the bathroom ceiling because the tenants contacted their landlord.,The tenants contacted their landlord because the tenants noticed mold on the bathroom ceiling.,"

The tenants noticed mold on the bathroom ceiling because the tenants contacted their landlord."
The tenants noticed mold on the bathroom ceiling because the tenants contacted their landlord. The tenants contacted their landlord because the tenants noticed mold on the bathroom ceiling.,The tenants contacted their landlord because the tenants noticed mold on the bathroom ceiling.,"

The tenants contacted their landlord because the tenants noticed mold on the bathroom ceiling."
I got an A on the test because i studied hard. I studied hard because i got an A on the test.,I got an A on the test because i studied hard.,"

The sentence that gets cause and effect right is ""I got an A on the test because i studied hard."""
I studied hard because i got an A on the test. I got an A on the test because i studied hard.,I got an A on the test because i studied hard.,"

The sentence that gets cause and effect right is ""I got an A on the test because i studied hard."""
The window broke because the boy threw a rock. The boy threw a rock because the window broke.,The window broke because the boy threw a rock.,"

The window broke because the boy threw a rock."
The boy threw a rock because the window broke. The window broke because the boy threw a rock.,The window broke because the boy threw a rock.,"

The window broke because the boy threw a rock."
The driver was pulled over and was fined because the driver ran a red light. The driver ran a red light because the driver was pulled over and was fined.,The driver was pulled over and was fined because the driver ran a red light.,"

The sentence that gets cause and effect right is ""The driver ran a red light because the driver was pulled over and"
The driver ran a red light because the driver was pulled over and was fined. The driver was pulled over and was fined because the driver ran a red light.,The driver was pulled over and was fined because the driver ran a red light.,"

The sentence that gets cause and effect right is ""The driver was pulled over and was fined because the driver ran a"
The girl got detention because the girl skipped school. The girl skipped school because the girl got detention.,The girl got detention because the girl skipped school.,"

The sentence that gets cause and effect right is ""The girl got detention because the girl skipped school."""
The girl skipped school because the girl got detention. The girl got detention because the girl skipped school.,The girl got detention because the girl skipped school.,"

The sentence that gets cause and effect right is ""The girl got detention because the girl skipped school."""
Light filled the room because i flipped the switch. I flipped the switch because light filled the room.,Light filled the room because i flipped the switch.,"

The sentence ""I flipped the switch because light filled the room"" gets cause and effect right."
I flipped the switch because light filled the room. Light filled the room because i flipped the switch.,Light filled the room because i flipped the switch.,"

The sentence ""I flipped the switch because light filled the room"" gets cause and effect right."
The dog bit me because i pulled the dog's tail. I pulled the dog's tail because the dog bit me.,The dog bit me because i pulled the dog's tail.,"

The sentence that gets cause and effect right is ""I pulled the dog's tail because the dog bit me."""
I pulled the dog's tail because the dog bit me. The dog bit me because i pulled the dog's tail.,The dog bit me because i pulled the dog's tail.,"

The dog bit me because i pulled the dog's tail."
The family went on vacation because school was on break. School was on break because the family went on vacation.,The family went on vacation because school was on break.,"

The family went on vacation because school was on break."
School was on break because the family went on vacation. The family went on vacation because school was on break.,The family went on vacation because school was on break.,"

The family went on vacation because school was on break."
The family went to the beach because the air conditioner broke. The air conditioner broke because the family went to the beach.,The family went to the beach because the air conditioner broke.,"

The family went to the beach because the air conditioner broke."
The air conditioner broke because the family went to the beach. The family went to the beach because the air conditioner broke.,The family went to the beach because the air conditioner broke.,"

The air conditioner broke because the family went to the beach."
Mom gave the girl fever medicine because the girl had a fever. The girl had a fever because mom gave the girl fever medicine.,Mom gave the girl fever medicine because the girl had a fever.,"

The sentence that gets cause and effect right is ""The girl had a fever because mom gave the girl fever medicine."""
The girl had a fever because mom gave the girl fever medicine. Mom gave the girl fever medicine because the girl had a fever.,Mom gave the girl fever medicine because the girl had a fever.,"

The sentence that gets cause and effect right is ""The girl had a fever because mom gave the girl fever medicine."""
We made French toast because the bread was dry. The bread was dry because we made French toast.,We made French toast because the bread was dry.,"

The sentence ""We made French toast because the bread was dry"" gets cause and effect right. The bread was dry"
The bread was dry because we made French toast. We made French toast because the bread was dry.,We made French toast because the bread was dry.,"

The bread was dry because we made French toast."
The company's stock went up because the company's posted strong earnings. The company's posted strong earnings because the company's stock went up.,The company's stock went up because the company's posted strong earnings.,"

The company's stock went up because the company's posted strong earnings."
The company's posted strong earnings because the company's stock went up. The company's stock went up because the company's posted strong earnings.,The company's stock went up because the company's posted strong earnings.,"

The company's stock went up because the company's posted strong earnings."
I put my clothes in the washing machine because my clothes got dirty. My clothes got dirty because i put my clothes in the washing machine.,I put my clothes in the washing machine because my clothes got dirty.,"

The sentence that gets cause and effect right is ""My clothes got dirty because I put my clothes in the washing machine"
My clothes got dirty because i put my clothes in the washing machine. I put my clothes in the washing machine because my clothes got dirty.,I put my clothes in the washing machine because my clothes got dirty.,"

The sentence that gets cause and effect right is ""I put my clothes in the washing machine because my clothes got dirty"
My friend celebrated with their family because my friend got a promotion. My friend got a promotion because my friend celebrated with their family.,My friend celebrated with their family because my friend got a promotion.,"

My friend got a promotion because my friend celebrated with their family."
My friend got a promotion because my friend celebrated with their family. My friend celebrated with their family because my friend got a promotion.,My friend celebrated with their family because my friend got a promotion.,"

My friend got a promotion because my friend celebrated with their family."
The basketball player took a free throw because the basketball player was shoved. The basketball player was shoved because the basketball player took a free throw.,The basketball player took a free throw because the basketball player was shoved.,"

The basketball player was shoved because the basketball player took a free throw."
The basketball player was shoved because the basketball player took a free throw. The basketball player took a free throw because the basketball player was shoved.,The basketball player took a free throw because the basketball player was shoved.,"

The basketball player was shoved because the basketball player took a free throw."
Alice missed her flight because Alice didn't wake up. Alice didn't wake up because Alice missed her flight.,Alice missed her flight because Alice didn't wake up.,"

Alice didn't wake up because Alice missed her flight."
Alice didn't wake up because Alice missed her flight. Alice missed her flight because Alice didn't wake up.,Alice missed her flight because Alice didn't wake up.,"

Alice didn't wake up because Alice missed her flight."
The man sued because the floor was wet. The floor was wet because the man sued.,The man sued because the floor was wet.,"

The sentence that gets cause and effect right is ""The floor was wet because the man sued."""
The floor was wet because the man sued. The man sued because the floor was wet.,The man sued because the floor was wet.,"

The floor was wet because the man sued."
The picnic was cancelled because it rained. It rained because the picnic was cancelled.,The picnic was cancelled because it rained.,"

The sentence that gets cause and effect right is ""It rained because the picnic was cancelled."""
It rained because the picnic was cancelled. The picnic was cancelled because it rained.,The picnic was cancelled because it rained.,"

The sentence that gets cause and effect right is ""The picnic was cancelled because it rained."""
The girl caught a cold because the girl didn't wear her sweater. The girl didn't wear her sweater because the girl caught a cold.,The girl caught a cold because the girl didn't wear her sweater.,"

The sentence that gets cause and effect right is ""The girl didn't wear her sweater because the girl caught a cold"
The girl didn't wear her sweater because the girl caught a cold. The girl caught a cold because the girl didn't wear her sweater.,The girl caught a cold because the girl didn't wear her sweater.,"

The sentence that gets cause and effect right is ""The girl caught a cold because the girl didn't wear her sweater"
A search party was assembled because the man got lost in the woods. The man got lost in the woods because a search party was assembled.,A search party was assembled because the man got lost in the woods.,"

The sentence that gets cause and effect right is ""The man got lost in the woods because a search party was assembled"
The man got lost in the woods because a search party was assembled. A search party was assembled because the man got lost in the woods.,A search party was assembled because the man got lost in the woods.,"

The sentence that gets cause and effect right is ""A search party was assembled because the man got lost in the woods"
Ted had a hangover because Ted went out drinking. Ted went out drinking because Ted had a hangover.,Ted had a hangover because Ted went out drinking.,"

The first sentence gets cause and effect right."
Ted went out drinking because Ted had a hangover. Ted had a hangover because Ted went out drinking.,Ted had a hangover because Ted went out drinking.,"

The sentence that gets cause and effect right is ""Ted had a hangover because Ted went out drinking."""
Bob opened the jar and was frustrated because Alice ate the last cookie. Alice ate the last cookie because Bob opened the jar and was frustrated.,Bob opened the jar and was frustrated because Alice ate the last cookie.,"

Alice ate the last cookie because Bob opened the jar and was frustrated."
Alice ate the last cookie because Bob opened the jar and was frustrated. Bob opened the jar and was frustrated because Alice ate the last cookie.,Bob opened the jar and was frustrated because Alice ate the last cookie.,"

The sentence that gets cause and effect right is ""Bob opened the jar and was frustrated because Alice ate the last cookie"
Mom rinsed the tray because Jimmy took the last piece of cake. Jimmy took the last piece of cake because mom rinsed the tray.,Mom rinsed the tray because Jimmy took the last piece of cake.,"

The sentence that gets cause and effect right is ""Jimmy took the last piece of cake because mom rinsed the"
Jimmy took the last piece of cake because mom rinsed the tray. Mom rinsed the tray because Jimmy took the last piece of cake.,Mom rinsed the tray because Jimmy took the last piece of cake.,"

The sentence that gets cause and effect right is ""Mom rinsed the tray because Jimmy took the last piece of"
