,sequence,answer_cause,switched,responses,responses_ss
17,A watermelon exploded because a man was covered in sticky red goo. A man was covered in sticky red goo because a watermelon exploded.,A man was covered in sticky red goo because a watermelon exploded.,True,A watermelon exploded because a man was covered in sticky red goo. A man was covered in,"The driver turned the wipers on because it started raining.

A watermelon exploded because a"
18,She went to the store and bought toilet paper because she noticed that she was out of toilet paper. She noticed that she was out of toilet paper because she went to the store and bought toilet paper.,She went to the store and bought toilet paper because she noticed that she was out of toilet paper.,False,She went to the store and bought toilet paper because she noticed that she was out of toilet paper.,"The girl woke up covered in cold sweat because the girl had a nightmare.
She went to the"
19,She noticed that she was out of toilet paper because she went to the store and bought toilet paper. She went to the store and bought toilet paper because she noticed that she was out of toilet paper.,She went to the store and bought toilet paper because she noticed that she was out of toilet paper.,True,"

She went to the store and bought toilet paper because she noticed that she was out of toilet","Tomatoes grew on the vine because the insect pollinated the tomato flowers.

The insect poll"
20,The dinosaurs became extinct because a large object hit the Earth. A large object hit the Earth because the dinosaurs became extinct.,The dinosaurs became extinct because a large object hit the Earth.,False,"The man went to jail because the man robbed a gas station.

The dinosaurs became extinct because",The vase shattered on the floor because a man accidently pushed the vase off a counter.
21,A large object hit the Earth because the dinosaurs became extinct. The dinosaurs became extinct because a large object hit the Earth.,The dinosaurs became extinct because a large object hit the Earth.,True,A large object hit the Earth because the dinosaurs became extinct.,"A large object hit the Earth because the dinosaurs became extinct.

A large object hit the Earth"
22,The soda went flat because the bottle was left open. The bottle was left open because the soda went flat.,The soda went flat because the bottle was left open.,False,"The ship capsized because the wind blew strong.
The soda went flat because the bottle was left",The child started crying because the child hurt their knee.The soda went flat because the bottle was left
23,The bottle was left open because the soda went flat. The soda went flat because the bottle was left open.,The soda went flat because the bottle was left open.,True,The bottle was left open because the soda went flat.,"Bob opened the jar and was frustrated because Alice ate the last cookie.

The bottle was left"
24,George plugged the laptop charger in because the laptop ran out of battery. The laptop ran out of battery because George plugged the laptop charger in.,George plugged the laptop charger in because the laptop ran out of battery.,False,"The driver turned the wipers on because it started raining.

George plugged the laptop charger in","I got an A on the test because i studied hard.

George plugged the laptop charger in"
25,The laptop ran out of battery because George plugged the laptop charger in. George plugged the laptop charger in because the laptop ran out of battery.,George plugged the laptop charger in because the laptop ran out of battery.,True,"

The laptop ran out of battery because George plugged the laptop charger in.

George plugged","I washed the car because my car got dirty.

The laptop ran out of battery because George"
26,Sunlight filled the room because the curtains were opened. The curtains were opened because sunlight filled the room.,Sunlight filled the room because the curtains were opened.,False,The driver hit the brakes because the girl stepped onto the street.,The curtains were opened because sunlight filled the room.
27,The curtains were opened because sunlight filled the room. Sunlight filled the room because the curtains were opened.,Sunlight filled the room because the curtains were opened.,True,"The soda went flat because the bottle was left open.
The curtains were opened because sunlight filled the","The woman who was walking on the street opened her umbrella because it started raining.
The woman who"
28,Tomatoes grew on the vine because the insect pollinated the tomato flowers. The insect pollinated the tomato flowers because tomatoes grew on the vine.,Tomatoes grew on the vine because the insect pollinated the tomato flowers.,False,The picnic was cancelled because it rained.Tomatoes grew on the vine because the insect pollinated,Someone called 911 because someone fainted.Tomatoes grew on the vine because the insect pollinated the
29,The insect pollinated the tomato flowers because tomatoes grew on the vine. Tomatoes grew on the vine because the insect pollinated the tomato flowers.,Tomatoes grew on the vine because the insect pollinated the tomato flowers.,True,The vase shattered on the floor because a man accidently pushed the vase off a counter.,"Someone called 911 because someone fainted.

The insect pollinated the tomato flowers because someone called"
30,The driver hit the brakes because the girl stepped onto the street. The girl stepped onto the street because the driver hit the brakes.,The driver hit the brakes because the girl stepped onto the street.,False,The driver hit the brakes because the girl stepped onto the street. The girl stepped onto the street because,The vase shattered on the floor because a man accidently pushed the vase off a counter.
31,The girl stepped onto the street because the driver hit the brakes. The driver hit the brakes because the girl stepped onto the street.,The driver hit the brakes because the girl stepped onto the street.,True,"The driver turned the wipers on because it started raining.
The girl stepped onto the street because",The girl stepped onto the street because the driver hit the brakes.The driver hit the brakes because the
32,The performer ran off the stage because there was a wardrobe malfunction. There was a wardrobe malfunction because the performer ran off the stage.,The performer ran off the stage because there was a wardrobe malfunction.,False,The performer ran off the stage because there was a wardrobe malfunction. There was a wardrobe malfunction because the,"The performer ran off the stage because there was a wardrobe malfunction.
The performer ran off the stage"
33,There was a wardrobe malfunction because the performer ran off the stage. The performer ran off the stage because there was a wardrobe malfunction.,The performer ran off the stage because there was a wardrobe malfunction.,True,The performer ran off the stage because there was a wardrobe malfunction.,"The window broke because the boy threw a rock.

There was a wardrobe malfunction because the performer"
34,"The pilot turned on the ""fasten seatbelts"" light because a bird hit the engine. A bird hit the engine because the pilot turned on the ""fasten seatbelts"" light.","The pilot turned on the ""fasten seatbelts"" light because a bird hit the engine.",False,"The boy lifted his eyes from the book because there was a loud noise.
The pilot turned on",The girl got detention because the girl skipped school.
35,"A bird hit the engine because the pilot turned on the ""fasten seatbelts"" light. The pilot turned on the ""fasten seatbelts"" light because a bird hit the engine.","The pilot turned on the ""fasten seatbelts"" light because a bird hit the engine.",True,"The pilot turned on the ""fasten seatbelts"" light because a bird hit the engine.","Bob opened the jar and was frustrated because Alice ate the last cookie.

A bird hit the"
36,The man sipped the milk and spit it out because the milk was left outside the fridge over night. The milk was left outside the fridge over night because the man sipped the milk and spit it out.,The man sipped the milk and spit it out because the milk was left outside the fridge over night.,False,"The driver hit the brakes because the girl stepped onto the street.
The driver hit the brakes because",The man sipped the milk and spit it out because the milk was left outside the fridge over night
37,The milk was left outside the fridge over night because the man sipped the milk and spit it out. The man sipped the milk and spit it out because the milk was left outside the fridge over night.,The man sipped the milk and spit it out because the milk was left outside the fridge over night.,True,The man sipped the milk and spit it out because the milk was left outside the fridge over night,The man sipped the milk and spit it out because the milk was left outside the fridge over night
38,The man turned down the music volume because the man couldn't hear what the woman was saying. The man couldn't hear what the woman was saying because the man turned down the music volume.,The man turned down the music volume because the man couldn't hear what the woman was saying.,False,"

The man turned down the music volume because the man couldn't hear what the woman was saying","A man was covered in sticky red goo because a watermelon exploded.

The man turned"
39,The man couldn't hear what the woman was saying because the man turned down the music volume. The man turned down the music volume because the man couldn't hear what the woman was saying.,The man turned down the music volume because the man couldn't hear what the woman was saying.,True,"Ted had a hangover because Ted went out drinking.

The man couldn't hear what the","The family went to the beach because the air conditioner broke.
The family went to the beach"
40,The meat spoiled because the power was out for days. The power was out for days because the meat spoiled.,The meat spoiled because the power was out for days.,False,The meat spoiled because the power was out for days. The power was out for days because the meat,"The meat spoiled because the power was out for days.

The meat spoiled because the power was"
41,The power was out for days because the meat spoiled. The meat spoiled because the power was out for days.,The meat spoiled because the power was out for days.,True,The meat spoiled because the power was out for days.,George plugged the laptop charger in because the laptop ran out of battery.
42,A flower grew because the gardener planted a seed. The gardener planted a seed because a flower grew.,A flower grew because the gardener planted a seed.,False,"A flower grew because the gardener planted a seed.

A flower grew because the gardener","We made French toast because the bread was dry.

A flower grew because the gardener planted"
43,The gardener planted a seed because a flower grew. A flower grew because the gardener planted a seed.,A flower grew because the gardener planted a seed.,True,"The window broke because the boy threw a rock.
The gardener planted a seed because a flower",The man turned down the music volume because the man couldn't hear what the woman was saying.
44,The team won the championship because the team won the game. The team won the game because the team won the championship.,The team won the championship because the team won the game.,False,The man turned down the music volume because the man couldn't hear what the woman was saying.,"A flower grew because the gardener planted a seed.

The team won the championship because the"
45,The team won the game because the team won the championship. The team won the championship because the team won the game.,The team won the championship because the team won the game.,True,The team won the game because the team won the championship. The team won the championship because the team,The tenants contacted their landlord because the tenants noticed mold on the bathroom ceiling.
46,The man climbed in through the window because the door was locked. The door was locked because the man climbed in through the window.,The man climbed in through the window because the door was locked.,False,The man climbed in through the window because the door was locked.,The man climbed in through the window because the door was locked. The door was locked because the man
47,The door was locked because the man climbed in through the window. The man climbed in through the window because the door was locked.,The man climbed in through the window because the door was locked.,True,"The man climbed in through the window because the door was locked.
The man climbed in through the",The man climbed in through the window because the door was locked.
48,The ship capsized because the wind blew strong. The wind blew strong because the ship capsized.,The ship capsized because the wind blew strong.,False,The meat spoiled because the power was out for days.,The ship capsized because the wind blew strong. The wind blew strong because the ship capsized.
49,The wind blew strong because the ship capsized. The ship capsized because the wind blew strong.,The ship capsized because the wind blew strong.,True,"The ship capsized because the wind blew strong.
The ship capsized because the captain was drunk",The girl got detention because the girl skipped school.
50,The man went to jail because the man robbed a gas station. The man robbed a gas station because the man went to jail.,The man went to jail because the man robbed a gas station.,False,The man went to jail because the man robbed a gas station.,The man went to jail because the man robbed a gas station. The man robbed a gas station because
51,The man robbed a gas station because the man went to jail. The man went to jail because the man robbed a gas station.,The man went to jail because the man robbed a gas station.,True,"The man robbed a gas station because the man went to jail.
The man went to jail because","

The man robbed a gas station because the man went to jail.

The man went"
52,Acme paid Jill's legal fees because Jill won the lawsuit against Acme. Jill won the lawsuit against Acme because acme paid Jill's legal fees.,Acme paid Jill's legal fees because Jill won the lawsuit against Acme.,False,"The driver turned the wipers on because it started raining.

Acme paid Jill's legal","A man was covered in sticky red goo because a watermelon exploded.

Acme paid"
53,Jill won the lawsuit against Acme because acme paid Jill's legal fees. Acme paid Jill's legal fees because Jill won the lawsuit against Acme.,Acme paid Jill's legal fees because Jill won the lawsuit against Acme.,True,"

Jill won the lawsuit against Acme because acme paid Jill's legal fees.
","The driver was pulled over and was fined because the driver ran a red light.

Jill"
54,School was cancelled because there was a snowstorm. There was a snowstorm because school was cancelled.,School was cancelled because there was a snowstorm.,False,School was cancelled because there was a snowstorm.,School was cancelled because there was a snowstorm.
55,There was a snowstorm because school was cancelled. School was cancelled because there was a snowstorm.,School was cancelled because there was a snowstorm.,True,"The family went on vacation because school was on break.

There was a snowstorm because school","

The performer ran off the stage because there was a wardrobe malfunction.

There was a"
56,The tenants contacted their landlord because the tenants noticed mold on the bathroom ceiling. The tenants noticed mold on the bathroom ceiling because the tenants contacted their landlord.,The tenants contacted their landlord because the tenants noticed mold on the bathroom ceiling.,False,"The tenants contacted their landlord because the tenants noticed mold on the bathroom ceiling.
The tenants contacted their","The tenants contacted their landlord because the tenants noticed mold on the bathroom ceiling.
The tenants contacted their"
57,The tenants noticed mold on the bathroom ceiling because the tenants contacted their landlord. The tenants contacted their landlord because the tenants noticed mold on the bathroom ceiling.,The tenants contacted their landlord because the tenants noticed mold on the bathroom ceiling.,True,The tenants contacted their landlord because the tenants noticed mold on the bathroom ceiling.,"I put my clothes in the washing machine because my clothes got dirty.

The tenants noticed mold"
58,I got an A on the test because i studied hard. I studied hard because i got an A on the test.,I got an A on the test because i studied hard.,False,The vase shattered on the floor because a man accidently pushed the vase off a counter.,I got an A on the test because i studied hard. I studied hard because i got an A
59,I studied hard because i got an A on the test. I got an A on the test because i studied hard.,I got an A on the test because i studied hard.,True,I studied hard because i got an A on the test. I got an A on the test because,I got an A on the test because i studied hard.
60,The window broke because the boy threw a rock. The boy threw a rock because the window broke.,The window broke because the boy threw a rock.,False,"Someone called 911 because someone fainted.

The window broke because the boy threw a rock.",The window broke because the boy threw a rock. The boy threw a rock because the window broke.
61,The boy threw a rock because the window broke. The window broke because the boy threw a rock.,The window broke because the boy threw a rock.,True,"The boy threw a rock because the window broke.

The window broke because the boy threw a","The boy threw a rock because the window broke.
The boy threw a rock because the pilot turned"
62,The driver was pulled over and was fined because the driver ran a red light. The driver ran a red light because the driver was pulled over and was fined.,The driver was pulled over and was fined because the driver ran a red light.,False,The driver was pulled over and was fined because the driver ran a red light. The driver ran a,The driver was pulled over and was fined because the driver ran a red light. The driver ran a
63,The driver ran a red light because the driver was pulled over and was fined. The driver was pulled over and was fined because the driver ran a red light.,The driver was pulled over and was fined because the driver ran a red light.,True,The driver ran a red light because the driver was pulled over and was fined. The driver was pulled,The driver ran a red light because the driver was pulled over and was fined. The driver was pulled
64,The girl got detention because the girl skipped school. The girl skipped school because the girl got detention.,The girl got detention because the girl skipped school.,False,"School was cancelled because there was a snowstorm.

The girl got detention because the girl skipped",The girl got detention because the girl skipped school. The girl skipped school because the girl got detention.
65,The girl skipped school because the girl got detention. The girl got detention because the girl skipped school.,The girl got detention because the girl skipped school.,True,"The girl skipped school because the girl got detention.
The girl skipped school because she got a detention",The meat spoiled because the power was out for days.
66,Light filled the room because i flipped the switch. I flipped the switch because light filled the room.,Light filled the room because i flipped the switch.,False,Light filled the room because i flipped the switch.,"The dog bit me because i pulled the dog's tail.

The dog bit me because i"
67,I flipped the switch because light filled the room. Light filled the room because i flipped the switch.,Light filled the room because i flipped the switch.,True,"Bob opened the jar and was frustrated because Alice ate the last cookie.

I flipped the switch","The driver was pulled over and was fined because the driver ran a red light.

I flipped"
68,The dog bit me because i pulled the dog's tail. I pulled the dog's tail because the dog bit me.,The dog bit me because i pulled the dog's tail.,False,"The family went on vacation because school was on break.
The dog bit me because i pulled the",The dog bit me because i pulled the dog's tail. I pulled the dog's tail because the
69,I pulled the dog's tail because the dog bit me. The dog bit me because i pulled the dog's tail.,The dog bit me because i pulled the dog's tail.,True,"I pulled the dog's tail because the dog bit me.
The girl had a fever because mom","Acme paid Jill's legal fees because Jill won the lawsuit against Acme.
I pulled the"
70,The family went on vacation because school was on break. School was on break because the family went on vacation.,The family went on vacation because school was on break.,False,"I washed the car because my car got dirty.

The family went on vacation because school was",The family went on vacation because school was on break.
71,School was on break because the family went on vacation. The family went on vacation because school was on break.,The family went on vacation because school was on break.,True,School was on break because the family went on vacation.,School was on break because the family went on vacation.
72,The family went to the beach because the air conditioner broke. The air conditioner broke because the family went to the beach.,The family went to the beach because the air conditioner broke.,False,"The family went to the beach because the air conditioner broke.
The family went to the beach",The family went to the beach because the air conditioner broke. The air conditioner broke because the
73,The air conditioner broke because the family went to the beach. The family went to the beach because the air conditioner broke.,The family went to the beach because the air conditioner broke.,True,"

The air conditioner broke because the family went to the beach.

The family went","The company's stock went up because the company's posted strong earnings.

The air conditioner"
74,Mom gave the girl fever medicine because the girl had a fever. The girl had a fever because mom gave the girl fever medicine.,Mom gave the girl fever medicine because the girl had a fever.,False,The family went to the beach because the air conditioner broke.The air conditioner broke because the,The girl had a fever because mom gave the girl fever medicine.
75,The girl had a fever because mom gave the girl fever medicine. Mom gave the girl fever medicine because the girl had a fever.,Mom gave the girl fever medicine because the girl had a fever.,True,The girl had a fever because mom gave the girl fever medicine. Mom gave the girl fever medicine because,The girl had a fever because mom gave the girl fever medicine. Mom gave the girl fever medicine because
76,We made French toast because the bread was dry. The bread was dry because we made French toast.,We made French toast because the bread was dry.,False,"We made French toast because the bread was dry.

The bread was dry because we made French","We made French toast because the bread was dry.

The bread was dry because the oven was"
77,The bread was dry because we made French toast. We made French toast because the bread was dry.,We made French toast because the bread was dry.,True,The bread was dry because we made French toast. We made French toast because the bread was dry.,"The man climbed in through the window because the door was locked.

The bread was dry because"
78,The company's stock went up because the company's posted strong earnings. The company's posted strong earnings because the company's stock went up.,The company's stock went up because the company's posted strong earnings.,False,"Ted had a hangover because Ted went out drinking.

The company's stock went up because",The company's stock went up because the company's posted strong earnings. The company's posted strong earnings
79,The company's posted strong earnings because the company's stock went up. The company's stock went up because the company's posted strong earnings.,The company's stock went up because the company's posted strong earnings.,True,The company's posted strong earnings because the company's stock went up. The company's stock went up,"The girl caught a cold because the girl didn't wear her sweater.
The company's posted strong"
80,I put my clothes in the washing machine because my clothes got dirty. My clothes got dirty because i put my clothes in the washing machine.,I put my clothes in the washing machine because my clothes got dirty.,False,"The man went to jail because the man robbed a gas station.

The man went to jail","

Sunlight filled the room because the curtains were opened.

I put my clothes in"
81,My clothes got dirty because i put my clothes in the washing machine. I put my clothes in the washing machine because my clothes got dirty.,I put my clothes in the washing machine because my clothes got dirty.,True,"

My clothes got dirty because i put my clothes in the washing machine. I put my clothes","A flower grew because the gardener planted a seed.

My clothes got dirty because i put"
82,My friend celebrated with their family because my friend got a promotion. My friend got a promotion because my friend celebrated with their family.,My friend celebrated with their family because my friend got a promotion.,False,"The window broke because the boy threw a rock.

The window broke because the boy threw a","The picnic was cancelled because it rained.

My friend celebrated with their family because the picnic"
83,My friend got a promotion because my friend celebrated with their family. My friend celebrated with their family because my friend got a promotion.,My friend celebrated with their family because my friend got a promotion.,True,My friend got a promotion because my friend celebrated with their family.,"Mom gave the girl fever medicine because the girl had a fever.

The girl had a fever"
84,The basketball player took a free throw because the basketball player was shoved. The basketball player was shoved because the basketball player took a free throw.,The basketball player took a free throw because the basketball player was shoved.,False,The basketball player took a free throw because the basketball player was shoved.,The vase shattered on the floor because a man accidently pushed the vase off a counter.
85,The basketball player was shoved because the basketball player took a free throw. The basketball player took a free throw because the basketball player was shoved.,The basketball player took a free throw because the basketball player was shoved.,True,The basketball player was shoved because the basketball player took a free throw. The basketball player took a free,The basketball player was shoved because the basketball player took a free throw. The basketball player took a free
86,Alice missed her flight because Alice didn't wake up. Alice didn't wake up because Alice missed her flight.,Alice missed her flight because Alice didn't wake up.,False,"The team won the championship because the team won the game.
Alice missed her flight because Alice didn",Alice missed her flight because Alice didn't wake up.
87,Alice didn't wake up because Alice missed her flight. Alice missed her flight because Alice didn't wake up.,Alice missed her flight because Alice didn't wake up.,True,The driver turned the wipers on because it started raining. Alice didn't wake up because Alice missed,"The tenants contacted their landlord because the tenants noticed mold on the bathroom ceiling.

The tenants contacted"
88,The man sued because the floor was wet. The floor was wet because the man sued.,The man sued because the floor was wet.,False,"The man sued because the floor was wet.

The man sued because the floor was wet.","The man sued because the floor was wet.

The man sued because the floor was wet."
89,The floor was wet because the man sued. The man sued because the floor was wet.,The man sued because the floor was wet.,True,"The performer ran off the stage because there was a wardrobe malfunction.
The floor was wet because the","I washed the car because my car got dirty.

The floor was wet because the car got"
90,The picnic was cancelled because it rained. It rained because the picnic was cancelled.,The picnic was cancelled because it rained.,False,A man was covered in sticky red goo because a watermelon exploded.,"It rained because the picnic was cancelled.

The picnic was cancelled because it rained."
91,It rained because the picnic was cancelled. The picnic was cancelled because it rained.,The picnic was cancelled because it rained.,True,"The family went on vacation because school was on break.

It rained because the family went","Tomatoes grew on the vine because the insect pollinated the tomato flowers.

It rained"
92,The girl caught a cold because the girl didn't wear her sweater. The girl didn't wear her sweater because the girl caught a cold.,The girl caught a cold because the girl didn't wear her sweater.,False,"I got an A on the test because i studied hard.

The girl caught a cold because","The girl caught a cold because the girl didn't wear her sweater.
The girl didn't wear"
93,The girl didn't wear her sweater because the girl caught a cold. The girl caught a cold because the girl didn't wear her sweater.,The girl caught a cold because the girl didn't wear her sweater.,True,The girl didn't wear her sweater because the girl caught a cold. The girl caught a cold because,"

The girl didn't wear her sweater because the girl caught a cold.
The girl caught"
94,A search party was assembled because the man got lost in the woods. The man got lost in the woods because a search party was assembled.,A search party was assembled because the man got lost in the woods.,False,"I put my clothes in the washing machine because my clothes got dirty.

A search party was","A search party was assembled because the man got lost in the woods.

The search party was"
95,The man got lost in the woods because a search party was assembled. A search party was assembled because the man got lost in the woods.,A search party was assembled because the man got lost in the woods.,True,The man got lost in the woods because a search party was assembled. A search party was assembled because,The man got lost in the woods because a search party was assembled. A search party was assembled because
96,Ted had a hangover because Ted went out drinking. Ted went out drinking because Ted had a hangover.,Ted had a hangover because Ted went out drinking.,False,The company's stock went up because the company's posted strong earnings. Ted had a hangover because,"The boy lifted his eyes from the book because there was a loud noise.

The boy lifted"
97,Ted went out drinking because Ted had a hangover. Ted had a hangover because Ted went out drinking.,Ted had a hangover because Ted went out drinking.,True,The dog bit me because i pulled the dog's tail.Ted went out drinking because Ted had a,The girl woke up covered in cold sweat because the girl had a nightmare.Ted went out drinking because
98,Bob opened the jar and was frustrated because Alice ate the last cookie. Alice ate the last cookie because Bob opened the jar and was frustrated.,Bob opened the jar and was frustrated because Alice ate the last cookie.,False,"Tomatoes grew on the vine because the insect pollinated the tomato flowers.

Bob opened the",The girl caught a cold because the girl didn't wear her sweater.Bob opened the jar and was
99,Alice ate the last cookie because Bob opened the jar and was frustrated. Bob opened the jar and was frustrated because Alice ate the last cookie.,Bob opened the jar and was frustrated because Alice ate the last cookie.,True,"

Bob opened the jar and was frustrated because Alice ate the last cookie.
Alice ate the","The window broke because the boy threw a rock.

The window broke because the boy threw a"
100,Mom rinsed the tray because Jimmy took the last piece of cake. Jimmy took the last piece of cake because mom rinsed the tray.,Mom rinsed the tray because Jimmy took the last piece of cake.,False,"The team won the championship because the team won the game.

The team won the championship because",The vase shattered on the floor because a man accidently pushed the vase off a counter.
101,Jimmy took the last piece of cake because mom rinsed the tray. Mom rinsed the tray because Jimmy took the last piece of cake.,Mom rinsed the tray because Jimmy took the last piece of cake.,True,Jimmy took the last piece of cake because mom rinsed the tray. Mom rinsed the,"A man was covered in sticky red goo because a watermelon exploded.
Jimmy took the last"
