,sequence,switched,first_color,second_color,final_color,responses_first,responses_second,responses_final
12,The blue ball hit the green ball. The green ball hit the purple ball. The purple ball fell in the hole.,False,blue,green,purple,"

The blue ball","

The blue ball was second in the chain.","
The blue ball fell into the hole."
13,The green ball hit the purple ball. The blue ball hit the green ball. The purple ball fell in the hole.,True,blue,green,purple,"

The green ball","

The blue ball was second in the chain.","

The blue ball"
14,The blue ball hit the green ball. The green ball hit the black ball. The black ball fell in the hole.,False,blue,green,black,"

The blue ball hit the green ball.","

The blue ball was second in the chain.","
The blue ball"
15,The green ball hit the black ball. The blue ball hit the green ball. The black ball fell in the hole.,True,blue,green,black,"

The blue ball","

The blue ball was second in the chain.","

The blue ball fell into the hole."
16,The blue ball hit the green ball. The green ball hit the white ball. The white ball fell in the hole.,False,blue,green,white,"

The blue ball","
The blue ball hit the green ball.","

The blue ball fell into the hole."
17,The green ball hit the white ball. The blue ball hit the green ball. The white ball fell in the hole.,True,blue,green,white,"

The blue ball","

The blue ball was second in the chain.","

The blue ball fell into the hole."
18,The blue ball hit the brown ball. The brown ball hit the purple ball. The purple ball fell in the hole.,False,blue,brown,purple,"

The blue ball","

The blue ball was second in the chain.","

The blue ball"
19,The brown ball hit the purple ball. The blue ball hit the brown ball. The purple ball fell in the hole.,True,blue,brown,purple,"

The blue ball started the chain.","
The blue ball was second in the chain.","

The blue ball"
20,The blue ball hit the brown ball. The brown ball hit the black ball. The black ball fell in the hole.,False,blue,brown,black,"

The blue ball","
The blue ball was second in the chain.","

The blue ball"
21,The brown ball hit the black ball. The blue ball hit the brown ball. The black ball fell in the hole.,True,blue,brown,black,"

The blue ball started the chain.","
The blue ball hit the brown ball.","
The blue ball hit the brown ball."
22,The blue ball hit the brown ball. The brown ball hit the white ball. The white ball fell in the hole.,False,blue,brown,white,"

The blue ball","
The blue ball was second in the chain.","
The blue ball"
23,The brown ball hit the white ball. The blue ball hit the brown ball. The white ball fell in the hole.,True,blue,brown,white,"

The blue ball","

The brown ball was second in the chain.","
The blue ball fell into the hole."
24,The blue ball hit the purple ball. The purple ball hit the black ball. The black ball fell in the hole.,False,blue,purple,black,"

The blue ball","

The blue ball was second in the chain.","
The black ball fell in the hole."
25,The purple ball hit the black ball. The blue ball hit the purple ball. The black ball fell in the hole.,True,blue,purple,black,"

The blue ball started the chain.","
The blue ball was second in the chain.","

The blue ball fell into the hole."
26,The blue ball hit the purple ball. The purple ball hit the white ball. The white ball fell in the hole.,False,blue,purple,white,"
The blue ball","

The blue ball was second in the chain.","

The blue ball"
27,The purple ball hit the white ball. The blue ball hit the purple ball. The white ball fell in the hole.,True,blue,purple,white,"

The blue ball","

The blue ball was second in the chain.","
The blue ball hit the white ball."
28,The blue ball hit the black ball. The black ball hit the white ball. The white ball fell in the hole.,False,blue,black,white,"

The blue ball","

The blue ball was second in the chain.","

The blue ball"
29,The black ball hit the white ball. The blue ball hit the black ball. The white ball fell in the hole.,True,blue,black,white,"

The blue ball","
The blue ball was second in the chain.","
The blue ball fell into the hole."
30,The red ball hit the green ball. The green ball hit the brown ball. The brown ball fell in the hole.,False,red,green,brown,"

The red ball","
The red ball was second in the chain.","
The green ball hit the brown ball."
31,The green ball hit the brown ball. The red ball hit the green ball. The brown ball fell in the hole.,True,red,green,brown,"

The red ball hit the green ball.","

The purple ball was second in the chain.","

The green ball"
32,The red ball hit the green ball. The green ball hit the purple ball. The purple ball fell in the hole.,False,red,green,purple,"

The green ball hit the brown ball.","

The green ball hit the blue ball.","
The green ball fell in the hole."
33,The green ball hit the purple ball. The red ball hit the green ball. The purple ball fell in the hole.,True,red,green,purple,"

The green ball","

The green ball was second in the chain.","

The green ball hit the black ball."
34,The red ball hit the green ball. The green ball hit the black ball. The black ball fell in the hole.,False,red,green,black,"

The green ball","

The red ball was second in the chain.","
The red ball"
35,The green ball hit the black ball. The red ball hit the green ball. The black ball fell in the hole.,True,red,green,black,"

The green ball","

The purple ball was second in the chain.","
The green ball"
36,The red ball hit the green ball. The green ball hit the white ball. The white ball fell in the hole.,False,red,green,white,"

The red ball","

The red ball hit the green ball.","

The red ball"
37,The green ball hit the white ball. The red ball hit the green ball. The white ball fell in the hole.,True,red,green,white,"

The green ball","

The green ball was second in the chain.","

The red ball fell into the hole."
38,The red ball hit the brown ball. The brown ball hit the purple ball. The purple ball fell in the hole.,False,red,brown,purple,"

The red ball hit the brown ball.","

The red ball was second in the chain.","
The brown ball hit the green ball."
39,The brown ball hit the purple ball. The red ball hit the brown ball. The purple ball fell in the hole.,True,red,brown,purple,"
The green ball","
The green ball was second in the chain.","
The purple ball"
40,The red ball hit the brown ball. The brown ball hit the black ball. The black ball fell in the hole.,False,red,brown,black,"

The blue ball","

The brown ball was second in the chain.","

The red ball"
41,The brown ball hit the black ball. The red ball hit the brown ball. The black ball fell in the hole.,True,red,brown,black,"

The red ball","

The brown ball hit the black ball.","
The black ball"
42,The red ball hit the brown ball. The brown ball hit the white ball. The white ball fell in the hole.,False,red,brown,white,"

The red ball hit the white ball.","

The brown ball was second in the chain.","

The red ball"
43,The brown ball hit the white ball. The red ball hit the brown ball. The white ball fell in the hole.,True,red,brown,white,"

The red ball hit the brown ball.","

The brown ball hit the purple ball.","

The brown ball"
44,The red ball hit the purple ball. The purple ball hit the black ball. The black ball fell in the hole.,False,red,purple,black,"

The blue ball started the chain.","

The red ball","
The black ball"
45,The purple ball hit the black ball. The red ball hit the purple ball. The black ball fell in the hole.,True,red,purple,black,"

The blue ball","

The purple ball hit the black ball.","

The purple ball fell into the hole."
46,The red ball hit the purple ball. The purple ball hit the white ball. The white ball fell in the hole.,False,red,purple,white,"

The blue ball","

The white ball hit the blue ball.","
The red ball hit the purple ball."
47,The purple ball hit the white ball. The red ball hit the purple ball. The white ball fell in the hole.,True,red,purple,white,"

The blue ball","

The purple ball was second in the chain.","

The red ball fell into the hole."
48,The red ball hit the black ball. The black ball hit the white ball. The white ball fell in the hole.,False,red,black,white,"

The blue ball","

The purple ball was second in the chain.","

The red ball"
49,The black ball hit the white ball. The red ball hit the black ball. The white ball fell in the hole.,True,red,black,white,"

The black ball","

The red ball hit the black ball.","

The red ball fell into the hole."
50,The green ball hit the brown ball. The brown ball hit the purple ball. The purple ball fell in the hole.,False,green,brown,purple,"

The green ball","

The brown ball was second in the chain.","

The green ball"
51,The brown ball hit the purple ball. The green ball hit the brown ball. The purple ball fell in the hole.,True,green,brown,purple,"

The green ball","

The green ball was second in the chain.","

The green ball fell into the hole."
52,The green ball hit the brown ball. The brown ball hit the black ball. The black ball fell in the hole.,False,green,brown,black,"

The green ball hit the brown ball.","

The green ball was second in the chain.","

The green ball"
53,The brown ball hit the black ball. The green ball hit the brown ball. The black ball fell in the hole.,True,green,brown,black,"
The blue ball","
The brown ball","
The green ball"
54,The green ball hit the brown ball. The brown ball hit the white ball. The white ball fell in the hole.,False,green,brown,white,"

The green ball","

The green ball was second in the chain.","
The green ball hit the brown ball."
55,The brown ball hit the white ball. The green ball hit the brown ball. The white ball fell in the hole.,True,green,brown,white,"

The green ball","

The green ball hit the brown ball.","
The green ball hit the brown ball."
56,The green ball hit the purple ball. The purple ball hit the black ball. The black ball fell in the hole.,False,green,purple,black,"

The green ball","

The green ball was second in the chain.","

The black ball"
57,The purple ball hit the black ball. The green ball hit the purple ball. The black ball fell in the hole.,True,green,purple,black,"

The green ball","

The green ball was second in the chain.","
The black ball fell in the hole."
58,The green ball hit the purple ball. The purple ball hit the white ball. The white ball fell in the hole.,False,green,purple,white,"

The green ball hit the black ball.","

The green ball was second in the chain.","
The green ball hit the white ball."
59,The purple ball hit the white ball. The green ball hit the purple ball. The white ball fell in the hole.,True,green,purple,white,"

The blue ball started the chain.","

The green ball was second in the chain.","

The green ball hit the purple ball."
60,The green ball hit the black ball. The black ball hit the white ball. The white ball fell in the hole.,False,green,black,white,"

The blue ball","

The black ball hit the blue ball.","
The black ball hit the green ball."
61,The black ball hit the white ball. The green ball hit the black ball. The white ball fell in the hole.,True,green,black,white,"
The blue ball","
The green ball was second in the chain.","
The green ball hit the black ball."
62,The brown ball hit the purple ball. The purple ball hit the black ball. The black ball fell in the hole.,False,brown,purple,black,"
The black ball","
The green ball was second in the chain.","
The black ball"
63,The purple ball hit the black ball. The brown ball hit the purple ball. The black ball fell in the hole.,True,brown,purple,black,"
The brown ball hit the purple ball.","

The purple ball was second in the chain.","
The purple ball hit the brown ball."
64,The brown ball hit the purple ball. The purple ball hit the white ball. The white ball fell in the hole.,False,brown,purple,white,"

The brown ball","

The brown ball was second in the chain.","

The white ball hit the red ball."
65,The purple ball hit the white ball. The brown ball hit the purple ball. The white ball fell in the hole.,True,brown,purple,white,"
The brown ball hit the white ball.","

The purple ball was second in the chain.","
The brown ball hit the purple ball."
66,The brown ball hit the black ball. The black ball hit the white ball. The white ball fell in the hole.,False,brown,black,white,"

The green ball","
The brown ball was second in the chain.","
The black ball hit the white ball."
67,The black ball hit the white ball. The brown ball hit the black ball. The white ball fell in the hole.,True,brown,black,white,"

The blue ball started the chain.","
The black ball hit the white ball.","
The brown ball"
68,The purple ball hit the black ball. The black ball hit the white ball. The white ball fell in the hole.,False,purple,black,white,"

The blue ball","

The purple ball was second in the chain.","
The black ball"
69,The black ball hit the white ball. The purple ball hit the black ball. The white ball fell in the hole.,True,purple,black,white,"

The blue ball","

The purple ball was second in the chain.","

The black ball fell into the hole."
