,sequence,switched,first_color,second_color,final_color,responses_first,responses_second,responses_final
14,The blue ball hit the green ball. The green ball hit the black ball. The black ball fell in the hole.,False,blue,green,black, The blue ball hit, The blue ball hit, The blue ball hit
15,The green ball hit the black ball. The blue ball hit the green ball. The black ball fell in the hole.,True,blue,green,black, The green ball hit, The green ball hit, The green ball hit
16,The blue ball hit the green ball. The green ball hit the white ball. The white ball fell in the hole.,False,blue,green,white, The blue ball hit, The blue ball hit, The blue ball hit
17,The green ball hit the white ball. The blue ball hit the green ball. The white ball fell in the hole.,True,blue,green,white, The green ball hit, The green ball hit, The green ball hit
18,The blue ball hit the brown ball. The brown ball hit the purple ball. The purple ball fell in the hole.,False,blue,brown,purple, The blue ball hit, The blue ball hit, The blue ball hit
19,The brown ball hit the purple ball. The blue ball hit the brown ball. The purple ball fell in the hole.,True,blue,brown,purple, The chain was the, The blue ball hit, The ball fell into
20,The blue ball hit the brown ball. The brown ball hit the black ball. The black ball fell in the hole.,False,blue,brown,black, The blue ball hit, The blue ball hit, The blue ball hit
21,The brown ball hit the black ball. The blue ball hit the brown ball. The black ball fell in the hole.,True,blue,brown,black, The chain was formed, The ball was the, The ball fell into
22,The blue ball hit the brown ball. The brown ball hit the white ball. The white ball fell in the hole.,False,blue,brown,white, The blue ball hit, The blue ball hit, The blue ball hit
23,The brown ball hit the white ball. The blue ball hit the brown ball. The white ball fell in the hole.,True,blue,brown,white, The chain was formed, The brown ball hit, The ball fell into
24,The blue ball hit the purple ball. The purple ball hit the black ball. The black ball fell in the hole.,False,blue,purple,black, The blue ball hit, The blue ball hit, The blue ball hit
25,The purple ball hit the black ball. The blue ball hit the purple ball. The black ball fell in the hole.,True,blue,purple,black, The chain was formed, The purple ball hit, The purple ball hit
26,The blue ball hit the purple ball. The purple ball hit the white ball. The white ball fell in the hole.,False,blue,purple,white, The blue ball hit, The blue ball hit, The blue ball hit
27,The purple ball hit the white ball. The blue ball hit the purple ball. The white ball fell in the hole.,True,blue,purple,white, The chain was created, The purple ball hit, The purple ball hit
28,The blue ball hit the black ball. The black ball hit the white ball. The white ball fell in the hole.,False,blue,black,white, The chain was the, The blue ball hit, The ball fell into
29,The black ball hit the white ball. The blue ball hit the black ball. The white ball fell in the hole.,True,blue,black,white, The black ball hit, The black ball hit, The black ball hit
30,The red ball hit the green ball. The green ball hit the brown ball. The brown ball fell in the hole.,False,red,green,brown, The red ball hit, The red ball hit, The red ball hit
31,The green ball hit the brown ball. The red ball hit the green ball. The brown ball fell in the hole.,True,red,green,brown, The green ball hit, The green ball hit, The green ball hit
32,The red ball hit the green ball. The green ball hit the purple ball. The purple ball fell in the hole.,False,red,green,purple, The red ball hit, The red ball hit, The red ball hit
33,The green ball hit the purple ball. The red ball hit the green ball. The purple ball fell in the hole.,True,red,green,purple, The green ball hit, The green ball hit, The green ball hit
34,The red ball hit the green ball. The green ball hit the black ball. The black ball fell in the hole.,False,red,green,black, The red ball hit, The red ball hit, The red ball hit
35,The green ball hit the black ball. The red ball hit the green ball. The black ball fell in the hole.,True,red,green,black, The green ball hit, The green ball hit, The green ball hit
36,The red ball hit the green ball. The green ball hit the white ball. The white ball fell in the hole.,False,red,green,white, The red ball hit, The red ball hit, The red ball hit
37,The green ball hit the white ball. The red ball hit the green ball. The white ball fell in the hole.,True,red,green,white, The green ball hit, The green ball hit, The green ball hit
38,The red ball hit the brown ball. The brown ball hit the purple ball. The purple ball fell in the hole.,False,red,brown,purple, The red ball hit, The red ball hit, The red ball hit
39,The brown ball hit the purple ball. The red ball hit the brown ball. The purple ball fell in the hole.,True,red,brown,purple, The chain was the, The red ball hit, The ball fell into
40,The red ball hit the brown ball. The brown ball hit the black ball. The black ball fell in the hole.,False,red,brown,black, The red ball hit, The red ball hit, The red ball hit
41,The brown ball hit the black ball. The red ball hit the brown ball. The black ball fell in the hole.,True,red,brown,black, The chain was formed, The brown ball hit, The ball fell into
42,The red ball hit the brown ball. The brown ball hit the white ball. The white ball fell in the hole.,False,red,brown,white, The red ball hit, The red ball hit, The red ball hit
43,The brown ball hit the white ball. The red ball hit the brown ball. The white ball fell in the hole.,True,red,brown,white, The chain was the, The brown ball hit, The ball fell into
44,The red ball hit the purple ball. The purple ball hit the black ball. The black ball fell in the hole.,False,red,purple,black, The red ball hit, The red ball hit, The red ball hit
45,The purple ball hit the black ball. The red ball hit the purple ball. The black ball fell in the hole.,True,red,purple,black, The chain was created, The purple ball hit, The purple ball hit
46,The red ball hit the purple ball. The purple ball hit the white ball. The white ball fell in the hole.,False,red,purple,white, The red ball hit, The red ball hit, The red ball hit
47,The purple ball hit the white ball. The red ball hit the purple ball. The white ball fell in the hole.,True,red,purple,white, The chain was created, The purple ball hit, The purple ball hit
48,The red ball hit the black ball. The black ball hit the white ball. The white ball fell in the hole.,False,red,black,white, The red ball hit, The red ball hit, The red ball hit
49,The black ball hit the white ball. The red ball hit the black ball. The white ball fell in the hole.,True,red,black,white, The black ball hit, The black ball hit, The black ball hit
50,The green ball hit the brown ball. The brown ball hit the purple ball. The purple ball fell in the hole.,False,green,brown,purple, The green ball hit, The green ball hit, The green ball hit
51,The brown ball hit the purple ball. The green ball hit the brown ball. The purple ball fell in the hole.,True,green,brown,purple, The chain was the, The brown ball hit, The ball fell into
52,The green ball hit the brown ball. The brown ball hit the black ball. The black ball fell in the hole.,False,green,brown,black, The green ball hit, The green ball hit, The green ball hit
53,The brown ball hit the black ball. The green ball hit the brown ball. The black ball fell in the hole.,True,green,brown,black, The chain was formed, The brown ball hit, The ball fell into
54,The green ball hit the brown ball. The brown ball hit the white ball. The white ball fell in the hole.,False,green,brown,white, The green ball hit, The green ball hit, The green ball hit
55,The brown ball hit the white ball. The green ball hit the brown ball. The white ball fell in the hole.,True,green,brown,white, The chain was formed, The brown ball hit, The brown ball hit
56,The green ball hit the purple ball. The purple ball hit the black ball. The black ball fell in the hole.,False,green,purple,black, The green ball hit, The green ball hit, The green ball hit
57,The purple ball hit the black ball. The green ball hit the purple ball. The black ball fell in the hole.,True,green,purple,black, The chain was formed, The purple ball hit, The purple ball hit
58,The green ball hit the purple ball. The purple ball hit the white ball. The white ball fell in the hole.,False,green,purple,white, The green ball hit, The green ball hit, The green ball hit
59,The purple ball hit the white ball. The green ball hit the purple ball. The white ball fell in the hole.,True,green,purple,white, The chain was created, The purple ball hit, The purple ball hit
60,The green ball hit the black ball. The black ball hit the white ball. The white ball fell in the hole.,False,green,black,white, The chain was the, The green ball hit, The ball fell into
61,The black ball hit the white ball. The green ball hit the black ball. The white ball fell in the hole.,True,green,black,white, The black ball hit, The black ball hit, The black ball hit
62,The brown ball hit the purple ball. The purple ball hit the black ball. The black ball fell in the hole.,False,brown,purple,black, The chain was formed, The ball was the, The ball fell into
63,The purple ball hit the black ball. The brown ball hit the purple ball. The black ball fell in the hole.,True,brown,purple,black, The chain was formed, The purple ball hit, The purple ball hit
64,The brown ball hit the purple ball. The purple ball hit the white ball. The white ball fell in the hole.,False,brown,purple,white, The chain was the, The ball was the, The ball fell into
65,The purple ball hit the white ball. The brown ball hit the purple ball. The white ball fell in the hole.,True,brown,purple,white, The chain was formed, The purple ball hit, The purple ball hit
66,The brown ball hit the black ball. The black ball hit the white ball. The white ball fell in the hole.,False,brown,black,white, The chain was the, The ball was the, The ball fell into
67,The black ball hit the white ball. The brown ball hit the black ball. The white ball fell in the hole.,True,brown,black,white, The black ball hit, The black ball hit, The black ball hit
68,The purple ball hit the black ball. The black ball hit the white ball. The white ball fell in the hole.,False,purple,black,white, The chain was the, The purple ball hit, The purple ball hit
69,The black ball hit the white ball. The purple ball hit the black ball. The white ball fell in the hole.,True,purple,black,white, The black ball hit, The black ball hit, The black ball hit
