,sequence,switched,first_color,second_color,final_color,responses_first,responses_second,responses_final
28,The blue ball hit the black ball. The black ball hit the white ball. The white ball fell in the hole.,False,blue,black,white," the blue ball
The blue ball hit the green ball. The green ball hit the black ball"," the black ball
The red ball hit the brown ball. The brown ball hit the black ball"," the white ball
The black ball hit the white ball. The blue ball hit the black ball"
29,The black ball hit the white ball. The blue ball hit the black ball. The white ball fell in the hole.,True,blue,black,white," the blue ball
The purple ball hit the black ball. The blue ball hit the purple ball"," the black ball
The blue ball hit the red ball. The red ball hit the black ball"," the white ball
The black ball hit the white ball. The blue ball hit the black ball"
30,The red ball hit the green ball. The green ball hit the brown ball. The brown ball fell in the hole.,False,red,green,brown," the red ball
The black ball hit the white ball. The blue ball hit the black ball"," the green ball
The purple ball hit the black ball. The black ball hit the green ball"," the black ball
The red ball hit the green ball. The green ball hit the purple ball"
31,The green ball hit the brown ball. The red ball hit the green ball. The brown ball fell in the hole.,True,red,green,brown," the green ball
The green ball hit the purple ball. The purple ball hit the black ball"," the green ball
The red ball hit the white ball. The blue ball hit the red ball"," the white ball
The green ball hit the purple ball. The blue ball hit the green ball"
32,The red ball hit the green ball. The green ball hit the purple ball. The purple ball fell in the hole.,False,red,green,purple," the red ball
The green ball hit the black ball. The blue ball hit the green ball"," the green ball
The red ball hit the green ball. The green ball hit the purple ball"," the white ball
The red ball hit the green ball. The green ball hit the purple ball"
33,The green ball hit the purple ball. The red ball hit the green ball. The purple ball fell in the hole.,True,red,green,purple," the green ball
The black ball hit the white ball. The red ball hit the black ball"," the green ball
The purple ball hit the black ball. The black ball hit the white ball"," the green ball
The green ball hit the purple ball. The red ball hit the green ball"
34,The red ball hit the green ball. The green ball hit the black ball. The black ball fell in the hole.,False,red,green,black," the red ball
The red ball hit the green ball. The green ball hit the black ball"," the red ball
The purple ball hit the black ball. The blue ball hit the purple ball"," the black ball
The black ball hit the white ball. The white ball hit the purple ball"
35,The green ball hit the black ball. The red ball hit the green ball. The black ball fell in the hole.,True,red,green,black," the green ball
The red ball hit the brown ball. The green ball hit the white ball"," the green ball
The blue ball hit the red ball. The red ball hit the black ball"," the black ball
The green ball hit the black ball. The red ball hit the green ball"
36,The red ball hit the green ball. The green ball hit the white ball. The white ball fell in the hole.,False,red,green,white," the red ball
The purple ball hit the white ball. The purple ball hit the red ball"," the green ball
The green ball hit the purple ball. The purple ball hit the white ball"," the white ball
The green ball hit the black ball. The black ball hit the purple ball"
37,The green ball hit the white ball. The red ball hit the green ball. The white ball fell in the hole.,True,red,green,white," the green ball
The green ball hit the purple ball. The purple ball hit the white ball"," the green ball
The green ball hit the white ball. The red ball hit the green ball"," the white ball
The blue ball hit the red ball. The red ball hit the green ball"
38,The red ball hit the brown ball. The brown ball hit the purple ball. The purple ball fell in the hole.,False,red,brown,purple," the red ball
The blue ball hit the green ball. The green ball hit the purple ball"," the purple ball
The green ball hit the purple ball. The purple ball hit the black ball"," the purple ball
The red ball hit the green ball. The blue ball hit the red ball"
39,The brown ball hit the purple ball. The red ball hit the brown ball. The purple ball fell in the hole.,True,red,brown,purple," the purple ball
The purple ball hit the black ball. The black ball hit the white ball"," the red ball
The red ball hit the black ball. The black ball hit the white ball"," the brown ball
The red ball hit the purple ball. The purple ball hit the white ball"
40,The red ball hit the brown ball. The brown ball hit the black ball. The black ball fell in the hole.,False,red,brown,black," the red ball
The purple ball hit the black ball. The red ball hit the purple ball"," the red ball
The red ball hit the green ball. The green ball hit the black ball"," the black ball
The purple ball hit the black ball. The green ball hit the purple ball"
41,The brown ball hit the black ball. The red ball hit the brown ball. The black ball fell in the hole.,True,red,brown,black," the red ball
The blue ball hit the brown ball. The green ball hit the blue ball"," the red ball
The green ball hit the black ball. The blue ball hit the green ball"," the black ball
The green ball hit the black ball. The blue ball hit the green ball"
42,The red ball hit the brown ball. The brown ball hit the white ball. The white ball fell in the hole.,False,red,brown,white," the red ball
The red ball hit the purple ball. The purple ball hit the black ball"," the brown ball
The purple ball hit the black ball. The green ball hit the purple ball"," the white ball
The green ball hit the black ball. The black ball hit the white ball"
43,The brown ball hit the white ball. The red ball hit the brown ball. The white ball fell in the hole.,True,red,brown,white," the purple ball
The green ball hit the black ball. The blue ball hit the green ball"," the red ball
The red ball hit the black ball. The black ball hit the white ball"," the white ball
The blue ball hit the purple ball. The purple ball hit the white ball"
44,The red ball hit the purple ball. The purple ball hit the black ball. The black ball fell in the hole.,False,red,purple,black," the red ball
The red ball hit the purple ball. The purple ball hit the black ball"," the red ball
The blue ball hit the purple ball. The blue ball hit the black ball"," the black ball
The black ball hit the purple ball. The purple ball hit the black ball"
45,The purple ball hit the black ball. The red ball hit the purple ball. The black ball fell in the hole.,True,red,purple,black," the purple ball
The blue ball hit the purple ball. The purple ball hit the blue ball"," the purple ball
The green ball hit the purple ball. The purple ball hit the black ball"," the black ball
The purple ball hit the black ball. The red ball hit the purple ball"
46,The red ball hit the purple ball. The purple ball hit the white ball. The white ball fell in the hole.,False,red,purple,white," the red ball
The blue ball hit the green ball. The green ball hit the purple ball"," the green ball
The green ball hit the purple ball. The purple ball hit the black ball"," the white ball
The purple ball hit the black ball. The blue ball hit the purple ball"
47,The purple ball hit the white ball. The red ball hit the purple ball. The white ball fell in the hole.,True,red,purple,white," the red ball
The purple ball hit the white ball. The green ball hit the purple ball"," the purple ball
The black ball hit the white ball. The red ball hit the black ball"," the white ball
The purple ball hit the white ball. The red ball hit the purple ball"
48,The red ball hit the black ball. The black ball hit the white ball. The white ball fell in the hole.,False,red,black,white," the red ball
The green ball hit the purple ball. The purple ball hit the black ball"," the black ball
The blue ball hit the purple ball. The purple ball hit the white ball"," the white ball
The black ball hit the purple ball. The white ball fell in the hole"
49,The black ball hit the white ball. The red ball hit the black ball. The white ball fell in the hole.,True,red,black,white," the red ball
The black ball hit the white ball. The red ball hit the black ball"," the purple ball
The purple ball hit the black ball. The blue ball hit the purple ball"," the white ball
The black ball hit the white ball. The red ball hit the black ball"
50,The green ball hit the brown ball. The brown ball hit the purple ball. The purple ball fell in the hole.,False,green,brown,purple," the green ball
The green ball hit the purple ball. The red ball hit the green ball"," the green ball
The green ball hit the brown ball. The brown ball hit the purple ball"," the purple ball
The purple ball hit the black ball. The black ball hit the white ball"
51,The brown ball hit the purple ball. The green ball hit the brown ball. The purple ball fell in the hole.,True,green,brown,purple," the red ball
The red ball hit the green ball. The green ball hit the purple ball"," the purple ball
The purple ball hit the black ball. The blue ball hit the purple ball"," the purple ball
The black ball hit the purple ball. The blue ball hit the black ball"
52,The green ball hit the brown ball. The brown ball hit the black ball. The black ball fell in the hole.,False,green,brown,black," the green ball
The green ball hit the purple ball. The purple ball hit the white ball"," the green ball
The green ball hit the purple ball. The purple ball hit the black ball"," the black ball
The purple ball hit the black ball. The black ball hit the green ball"
53,The brown ball hit the black ball. The green ball hit the brown ball. The black ball fell in the hole.,True,green,brown,black," the blue ball
The blue ball hit the purple ball. The purple ball hit the black ball"," the black ball
The black ball hit the white ball. The purple ball hit the black ball"," the black ball
The blue ball hit the black ball. The black ball hit the white ball"
54,The green ball hit the brown ball. The brown ball hit the white ball. The white ball fell in the hole.,False,green,brown,white," the green ball
The green ball hit the black ball. The black ball hit the white ball"," the green ball
The green ball hit the brown ball. The brown ball hit the white ball"," the white ball
The green ball hit the brown ball. The blue ball hit the green ball"
55,The brown ball hit the white ball. The green ball hit the brown ball. The white ball fell in the hole.,True,green,brown,white," the white ball
The green ball hit the black ball. The blue ball hit the green ball"," the green ball
The blue ball hit the green ball. The green ball hit the purple ball"," the white ball
The purple ball hit the blue ball. The blue ball hit the purple ball"
56,The green ball hit the purple ball. The purple ball hit the black ball. The black ball fell in the hole.,False,green,purple,black," the green ball
The red ball hit the purple ball. The black ball hit the white ball"," the purple ball
The blue ball hit the red ball. The red ball hit the white ball"," the black ball
The red ball hit the white ball. The white ball hit the green ball"
57,The purple ball hit the black ball. The green ball hit the purple ball. The black ball fell in the hole.,True,green,purple,black," the purple ball
The purple ball hit the black ball. The green ball hit the purple ball"," the purple ball
The blue ball hit the black ball. The red ball hit the purple ball"," the black ball
The purple ball hit the black ball. The blue ball hit the purple ball"
58,The green ball hit the purple ball. The purple ball hit the white ball. The white ball fell in the hole.,False,green,purple,white," the green ball
The green ball hit the purple ball. The purple ball hit the white ball"," the green ball
The green ball hit the purple ball. The purple ball hit the white ball"," the white ball
The blue ball hit the black ball. The black ball hit the white ball"
59,The purple ball hit the white ball. The green ball hit the purple ball. The white ball fell in the hole.,True,green,purple,white," the red ball
The red ball hit the green ball. The green ball hit the white ball"," the purple ball
The purple ball hit the black ball. The green ball hit the purple ball"," the white ball
The purple ball hit the white ball. The green ball hit the purple ball"
60,The green ball hit the black ball. The black ball hit the white ball. The white ball fell in the hole.,False,green,black,white," the green ball
The green ball hit the black ball. The black ball hit the white ball"," the black ball
The black ball hit the white ball. The green ball hit the black ball"," the white ball
The blue ball hit the brown ball. The brown ball hit the purple ball"
61,The black ball hit the white ball. The green ball hit the black ball. The white ball fell in the hole.,True,green,black,white," the red ball
The purple ball hit the black ball. The blue ball hit the purple ball"," the green ball
The black ball hit the white ball. The green ball hit the black ball"," the white ball
The black ball hit the white ball. The green ball hit the black ball"
62,The brown ball hit the purple ball. The purple ball hit the black ball. The black ball fell in the hole.,False,brown,purple,black," the purple ball
The purple ball hit the black ball. The black ball hit the white ball"," the purple ball
The black ball hit the white ball. The red ball hit the black ball"," the purple ball
The black ball hit the white ball. The blue ball hit the black ball"
63,The purple ball hit the black ball. The brown ball hit the purple ball. The black ball fell in the hole.,True,brown,purple,black," the purple ball
The green ball hit the black ball. The blue ball hit the green ball"," the purple ball
The green ball hit the black ball. The blue ball hit the green ball"," the white ball
The purple ball hit the black ball. The black ball hit the white ball"
64,The brown ball hit the purple ball. The purple ball hit the white ball. The white ball fell in the hole.,False,brown,purple,white," the blue ball
The red ball hit the black ball. The blue ball hit the red ball"," the purple ball
The blue ball hit the green ball. The green ball hit the blue ball"," the white ball
The red ball hit the green ball. The blue ball hit the purple ball"
65,The purple ball hit the white ball. The brown ball hit the purple ball. The white ball fell in the hole.,True,brown,purple,white," the purple ball
The purple ball hit the white ball. The brown ball hit the purple ball"," the purple ball
The green ball hit the purple ball. The red ball hit the green ball"," the white ball
The red ball hit the brown ball. The brown ball hit the purple ball"
66,The brown ball hit the black ball. The black ball hit the white ball. The white ball fell in the hole.,False,brown,black,white," the blue ball
The purple ball hit the black ball. The black ball hit the white ball"," the brown ball
The blue ball hit the green ball. The green ball hit the brown ball"," the black ball
The purple ball hit the white ball. The blue ball hit the purple ball"
67,The black ball hit the white ball. The brown ball hit the black ball. The white ball fell in the hole.,True,brown,black,white," the black ball
The red ball hit the green ball. The green ball hit the red ball"," the black ball
The red ball hit the green ball. The green ball hit the black ball"," the white ball
The black ball hit the white ball. The brown ball hit the black ball"
68,The purple ball hit the black ball. The black ball hit the white ball. The white ball fell in the hole.,False,purple,black,white," the purple ball
The black ball hit the white ball. The white ball fell in the hole"," the purple ball
The red ball hit the purple ball. The blue ball hit the black ball"," the white ball
The black ball hit the white ball. The white ball fell in the hole"
69,The black ball hit the white ball. The purple ball hit the black ball. The white ball fell in the hole.,True,purple,black,white," the blue ball
The black ball hit the white ball. The purple ball hit the black ball"," the black ball
The black ball hit the white ball. The purple ball hit the black ball"," the black ball
The black ball hit the white ball. The purple ball hit the black ball"
