,sequence,switched,first_word,second_word,final_word,responses_first,responses_second,responses_final,responses_first_ss,responses_second_ss,responses_final_ss
10,The baz hit the schleep. The schleep hit the blubb. The blubb fell in the hole.,False,baz,schleep,blubb, the baz hit the schleep. The schleep hit the plomp. The plomp fell, the dling and the schleep., the dling hit the baz. The baz fell in the hole., the dling hit the dinglebob. The dling fell in the hole.," the dinglebob

The dinglebob hit the blubb. The blubb", the dling hit the schleep. The schleep hit the baz.
11,The schleep hit the blubb. The baz hit the schleep. The blubb fell in the hole.,True,baz,schleep,blubb, the baz hit the schleep. The baz hit the fuu. The schleep fell," the fuu

The fuu hit the schleep. The baz hit the fuu", the dinglebob, the dling hit the plomp. The plomp hit the dinglebob. The d," the dling

The schleep hit the blubb. The baz hit the schleep", the dinglebob hit the plomp. The plomp hit the dinglebob.
12,The baz hit the schleep. The schleep hit the dling. The dling fell in the hole.,False,baz,schleep,dling, the baz hit the fuu. The fuu hit the dling. The dling fell," the plomp hit the dinglebob.

The dinglebob hit the pl", the dinglebob hit the blubb, the fuu hit the plomp. The plomp hit the baz. The baz hit, the blubb hit the dly. The dly hit the blubb. The blubb fell, the plomp hit the blubb. The blubb hit the plomp. The plomp fell
13,The schleep hit the dling. The baz hit the schleep. The dling fell in the hole.,True,baz,schleep,dling, the fuu hit the dling. The plomp hit the baz., the blubb hit the plomp. The fuu hit the blubb. The plomp fell, the schleep hit the dling. The baz hit the schleep. The dling fell, the blubb hit the dling. The dling hit the dinglebob. The d, the plomp hit the dinglebob. The dinglebob hit the plomp., the plomp fell in the hole.
14,The baz hit the schleep. The schleep hit the plomp. The plomp fell in the hole.,False,baz,schleep,plomp, the fuu hit the blubb. The blubb hit the dling. The dling fell, the dinglebob hit the dlyte. The dlyte hit the stapler, the dinglebob hit the plomp. The plomp hit the baz., the blubb hit the dinglebob. The dinglebob fell in the hole.," the dinglebob

The blubb hit the dingle. The dinglebob", the baz hit the plomp. The plomp fell in the hole.
15,The schleep hit the plomp. The baz hit the schleep. The plomp fell in the hole.,True,baz,schleep,plomp, the dling hit the plomp. The baz hit the schleep. The plomp fell, the baz, the baz, the baz hit the schleep. The schleep hit the dinglebob. The d," the dinglebob

The dinglebob fell in the hole.", the dinglebob
16,The baz hit the schleep. The schleep hit the dinglebob. The dinglebob fell in the hole.,False,baz,schleep,dinglebob, the baz hit the schleep. The schleep hit the dinglebob. The d," the fuu
The baz hit the fuu. The fuu hit the schleep.", the dinglebob hit the schleep. The schleep hit the dinglebob., the schleep hit the dinglebob. The dinglebob fell in the hole., the fuu hit the plomp. The baz hit the fuu. The plomp fell, the baz hit the schleep. The schleep hit the dingle. The dingleb
17,The schleep hit the dinglebob. The baz hit the schleep. The dinglebob fell in the hole.,True,baz,schleep,dinglebob, the baz hit the schleep. The schleep hit the dinglebob. The b, the dling hit the dinglebob. The schleep hit the dinglebob., the dinglebob, the blubb hit the dling. The dling hit the plomp. The plomp fell," the plomp

The plomp hit the dinglebob. The dinglebob", the plomp fell in the hole
18,The baz hit the blubb. The blubb hit the dling. The dling fell in the hole.,False,baz,blubb,dling, the schleep hit the dling. The dling hit the plomp. The plomp fell," the plomp.

The plomp hit the blubb. The blubb hit the d", the schleep, the baz hit the blubb. The baz hit the blubb. The dling fell, the dling hit the dinglebob. The baz hit the dling. The d, the plomp hit the blubb. The plomp fell in the hole.
19,The blubb hit the dling. The baz hit the blubb. The dling fell in the hole.,True,baz,blubb,dling, the fuu hit the blubb. The faz hit the blubb. The daz fell, the dling, the baz hit the fuu. The dling fell in the hole., the fuu hit the blubb. The blubb hit the plomp. The plomp fell," the plomp

The baz hit the plomp. The plomp hit the dingle", the plomp hit the dling. The baz hit the plomp. The plomp fell
20,The baz hit the blubb. The blubb hit the plomp. The plomp fell in the hole.,False,baz,blubb,plomp, the baz hit the fuu. The fuu hit the plomp. The plomp fell," the dly.

The baz hit the dly. The dly hit the pl", the dinglebob hit the plomp. The plomp hit the baz.," the dinglebob

The dling hit the dinglebob. The blubb", the dling hit the dl. The dl hit the plomp. The plomp fell, the dinglebob hit the blubb. The blubb hit the plomp. The pl
21,The blubb hit the plomp. The baz hit the blubb. The plomp fell in the hole.,True,baz,blubb,plomp, the blubb hit the plomp. The baz hit the blubb. The plomp fell," the baz
The baz hit the blubb. The plomp fell in the hole.", the dinglebob hit the plomp. The dinglebob fell in the hole., the fuu hit the blubb. The blubb hit the dinglebob. The d, the baz, the baz hit the baz. The baz fell in the hole.
22,The baz hit the blubb. The blubb hit the dinglebob. The dinglebob fell in the hole.,False,baz,blubb,dinglebob, the schleep hit the plomp. The plomp fell in the hole., the plomp, the plomp hit the dingle. The dingle hit the baz. The baz fell, the blubb hit the dling. The baz hit the blubb. The dingleb," the plomp

The plomp hit the dinglebob. The blubb hit the", the plomp hit the dinglebob. The dinglebob fell in the hole.
23,The blubb hit the dinglebob. The baz hit the blubb. The dinglebob fell in the hole.,True,baz,blubb,dinglebob, the blubb hit the dinglebob. The baz hit the blubb. The d, the dling hit the plomp. The blubb hit the dinglebob. The pl, the plomp hit the dinglebob. The baz hit the plomp. The d, the blubb hit the dinglebob. The dinglebob fell in the hole.," the schleep

The dinglebob hit the dinglebob. The dingle", the dinglebob hit the blubb. The baz hit the dinglebob.
24,The baz hit the dling. The dling hit the plomp. The plomp fell in the hole.,False,baz,dling,plomp, the schleep hit the blubb. The blubb hit the plomp. The plomp fell, the dinglebob hit the dling. The dinglebob hit the plomp., the dling hit the plomp. The plomp hit the baz., the blubb hit the dling. The dling hit the plomp. The plomp fell, the blubb hit the plomp. The schleep hit the blubb. The plomp fell," the dinglebob.

The dinglebob hit the fuu. The f"
25,The dling hit the plomp. The baz hit the dling. The plomp fell in the hole.,True,baz,dling,plomp, the blubb hit the plomp. The baz hit the dinglebob. The pl, the blubb hit the plomp. The baz hit the blubb. The plomp fell, the dinglebob, the blubb hit the dling. The dling fell in the hole., the dinglebob, the plomp hit the baz.
26,The baz hit the dling. The dling hit the dinglebob. The dinglebob fell in the hole.,False,baz,dling,dinglebob, the fuu hit the schleep. The schleep hit the blubb. The blubb fell, the blubb hit the schleep. The schleep hit the blubb. The blubb fell, the dinglebob hit the dling. The dling hit the dinglebob., the blubb hit the dling. The dling hit the dinglebob. The d," the fuu

The fuu hit the schleep. The baz hit the fuu", the baz hit the dling. The dling hit the dinglebob. The d
27,The dling hit the dinglebob. The baz hit the dling. The dinglebob fell in the hole.,True,baz,dling,dinglebob, the fuu hit the dinglebob. The zigzags hit the dingleb," the plomp

The plomp hit the dinglebob. The baz hit the", the dinglebob," the schleep

The dling hit the dinglebob. The baz hit the", the dling hit the dinglebob. The baz hit the dling. The d, the dinglebob hit the dinglebob. The dinglebob fell in the
28,The baz hit the plomp. The plomp hit the dinglebob. The dinglebob fell in the hole.,False,baz,plomp,dinglebob, the schleep, the dinglebob hit the plomp. The plomp hit the dinglebob., the dinglebob hit the baz., the fuu hit the dinglebob. The dinglebob fell in the hole., the blubb hit the dinglebob. The fuu hit the blubb. The d, the dinglebob
29,The plomp hit the dinglebob. The baz hit the plomp. The dinglebob fell in the hole.,True,baz,plomp,dinglebob, the fuu hit the schleep. The schleep fell in the hole.," the dinglebob

The dling hit the dinglebob. The fuu", the dinglebob hit the plomp. The baz hit the plomp. The d, the dling hit the plomp. The plomp hit the dinglebob. The d," the baz

The baz hit the fuu. The fuu hit the baz", the plomp hit the dinglebob. The baz hit the plomp. The d
30,The fuu hit the schleep. The schleep hit the blubb. The blubb fell in the hole.,False,fuu,schleep,blubb, the blubb hit the dling. The dling hit the dinglebob. The d," the dinglebob

The dinglebob fell in the hole.", the dling hit the schleep. The schleep hit the blubb. The blubb fell, the blubb hit the plomp. The plomp hit the dinglebob. The d," the dinglebob

The dinglebob hit the blubb. The blubb", the plomp
31,The schleep hit the blubb. The fuu hit the schleep. The blubb fell in the hole.,True,fuu,schleep,blubb, the baz hit the blubb. The dling fell in the hole., the dling hit the dinglebob. The baz hit the dling. The d, the dinglebob hit the plomp. The fuu hit the dinglebob., the baz hit the fuu. The fuu hit the plomp. The plomp fell, the dling and the schleep, the plomp fell in the hole
32,The fuu hit the schleep. The schleep hit the dling. The dling fell in the hole.,False,fuu,schleep,dling, the baz hit the blubb. The blubb hit the plomp. The plomp fell, the plomp hit the dinglebob. The dinglebob hit the plomp., the schleep hit the dling. The dling fell in the hole., the baz hit the schleep. The schleep hit the dling. The dling fell, the dling hit the dinglebob. The baz hit the dling. The d, the plomp hit the schleep. The schleep hit the dling. The dling fell
33,The schleep hit the dling. The fuu hit the schleep. The dling fell in the hole.,True,fuu,schleep,dling, the blubb hit the plomp. The baz hit the blubb. The plomp fell, the blubb hit the plomp. The baz hit the blubb. The plomp fell, the dling hit the blubb. The schleep hit the dling. The fuu hit, the fuu hit the schleep. The schleep hit the dinglebob. The d," the plomp.

The plomp was the first in the chain.", the dinglebob
34,The fuu hit the schleep. The schleep hit the plomp. The plomp fell in the hole.,False,fuu,schleep,plomp, the fuu hit the schleep. The schleep hit the plomp. The plomp fell, the baz hit the schleep. The schleep hit the plomp. The plomp fell, the dling," the blubb hit the dling.

The dling hit the plomp. The bl", the blubb hit the fuu. The fuu hit the blubb. The schleep hit, the baz hit the fuu. The fuu hit the baz. The baz fell
35,The schleep hit the plomp. The fuu hit the schleep. The plomp fell in the hole.,True,fuu,schleep,plomp, the baz hit the plomp. The dinglebob hit the baz. The d," the dlyb.

The dlyb hit the blubb. The blubb hit", the dinglebob, the baz hit the fuu. The fuu hit the schleep. The schleep fell, the dinglebob, the blubb
36,The fuu hit the schleep. The schleep hit the dinglebob. The dinglebob fell in the hole.,False,fuu,schleep,dinglebob, the blubb hit the plomp. The plomp hit the dinglebob. The d, the blubb hit the fuu. The fuu hit the blubb. The blubb fell, the plomp hit the baz. The baz fell in the hole., the blubb hit the plomp. The baz hit the blubb. The plomp fell, the baz hit the baz. The baz hit the schleep. The schleep hit, the dinglebob
37,The schleep hit the dinglebob. The fuu hit the schleep. The dinglebob fell in the hole.,True,fuu,schleep,dinglebob, the fuu hit the dinglebob. The fuu hit the schleep. The d, the fuu hit the plomp. The baz hit the fuu. The plomp fell, the plomp," the schleep hit the dinglebob.

The schleep hit the dingleb", the blubb, the dinglebob
38,The fuu hit the blubb. The blubb hit the dling. The dling fell in the hole.,False,fuu,blubb,dling, the baz hit the schleep. The schleep hit the plomp. The plomp fell," the plomp.

The plomp hit the blubb. The blubb hit the d", the dinglebob, the blubb hit the dling. The dling fell in the hole., the baz hit the plomp. The plomp hit the baz. The baz fell," the plomp hit the baz.

The baz hit the schleep. The pl"
39,The blubb hit the dling. The fuu hit the blubb. The dling fell in the hole.,True,fuu,blubb,dling, the fuu hit the dling. The fuu hit the blubb. The dling fell, the schleep, the dling hit the blubb., the fuu hit the fuu. The fuu hit the fuu. The dling fell," the plomp

The plomp hit the plomp. The plomp fell in the hole", the plomp fell in the hole.
40,The fuu hit the blubb. The blubb hit the plomp. The plomp fell in the hole.,False,fuu,blubb,plomp, the blubb hit the dly. The dly hit the plomp. The plomp fell, the dinglebob, the fuu hit the fuu. The fuu hit the schleep. The schleep hit, the blubb hit the plomp. The blubb hit the dinglebob. The d," the fuu

The fuu hit the blubb. The blubb hit the plomp", the fuu hit the blubb. The blubb hit the plomp. The plomp fell
41,The blubb hit the plomp. The fuu hit the blubb. The plomp fell in the hole.,True,fuu,blubb,plomp, the baz hit the dling. The dling fell in the hole., the dling hit the plomp. The schleep hit the dling. The plomp fell, the plomp, the baz hit the fuu. The fuu hit the dinglebob. The d, the dinglebob hit the plomp. The plomp fell in the hole., the dling The blubb hit the plomp. The fuu hit the blubb. The
42,The fuu hit the blubb. The blubb hit the dinglebob. The dinglebob fell in the hole.,False,fuu,blubb,dinglebob, the fuu hit the blubb. The blubb hit the dinglebob. The d, the plomp and the dling., the plomp hit the dingle. The dingle hit the fuu. The fuu hit, the fuu hit the blubb. The blubb hit the dinglebob. The d," the schleep

The dinglebob hit the schleep. The schleep hit the", the dinglebob
43,The blubb hit the dinglebob. The fuu hit the blubb. The dinglebob fell in the hole.,True,fuu,blubb,dinglebob, the baz hit the fuu. The schleep fell in the hole., the schleep hit the dinglebob. The fuu hit the blubb. The d, the dinglebob hit the dingle., the schleep hit the dling. The dling hit the blubb. The blubb hit," the fuu

The fuu hit the blubb. The blubb fell in the hole", the plomp fell in the hole
44,The fuu hit the dling. The dling hit the plomp. The plomp fell in the hole.,False,fuu,dling,plomp, the baz hit the blubb. The blubb hit the plomp. The plomp fell, the blubb hit the fuu. The fuu hit the blubb. The blubb fell, the dinglebob hit the plomp. The plomp hit the fuu. The f, the schleep hit the dling. The dling hit the plomp. The plomp fell, the baz, the plomp
45,The dling hit the plomp. The fuu hit the dling. The plomp fell in the hole.,True,fuu,dling,plomp, the fuu hit the dling. The fuu hit the schleep. The dling fell, the baz, the dling hit the plomp. The fuu hit the dling. The plomp fell, the blubb hit the plomp. The plomp hit the dinglebob. The d, the baz hit the plomp. The plomp fell in the hole., the dinglebob
46,The fuu hit the dling. The dling hit the dinglebob. The dinglebob fell in the hole.,False,fuu,dling,dinglebob, the baz hit the blubb. The blubb hit the dling. The dling fell, the dling hit the dinglebob. The dinglebob fell in the hole., the dinglebob hit the dling. The dinglebob hit the dingleb, the schleep hit the plomp. The plomp fell in the hole.," the fuu

The fuu hit the dling. The dling hit the dingle"," the plomp hit the blubb, the dling hit the dingle, and the plomp"
47,The dling hit the dinglebob. The fuu hit the dling. The dinglebob fell in the hole.,True,fuu,dling,dinglebob, the fuu hit the schleep. The dling hit the dinglebob. The f," the dling hit the dinglebob.

The dling hit the dingleb", the dinglebob, the blubb hit the plomp. The plomp hit the dinglebob. The d, the dling hit the dinglebob. The dinglebob fell in the hole., the dinglebob
48,The fuu hit the plomp. The plomp hit the dinglebob. The dinglebob fell in the hole.,False,fuu,plomp,dinglebob, the fuu hit the dinglebob. The dinglebob hit the plomp.," the dinglebob

The dinglebob hit the dingle. The dingle", the schleep, the baz hit the fuu. The fuu hit the dinglebob. The d, the blubb hit the dling. The baz hit the blubb. The dingleb, the dinglebob
49,The plomp hit the dinglebob. The fuu hit the plomp. The dinglebob fell in the hole.,True,fuu,plomp,dinglebob, the blubb hit the plomp. The dinglebob fell in the hole., the fuu, the dinglebob hit the plomb. The fuu hit the dinglebob., the schleep hit the dingle. The dingle hit the plomp. The plomp fell," the dinglebob.

The dinglebob hit the dinglebob.", the dinglebob hit the plomp.
50,The schleep hit the blubb. The blubb hit the dling. The dling fell in the hole.,False,schleep,blubb,dling, the baz hit the plomp. The plomp hit the dinglebob. The d, the plomp, the dinglebob, the fuu," the plomp

The plomp hit the blubb. The blubb hit the dling", the dinglebob
51,The blubb hit the dling. The schleep hit the blubb. The dling fell in the hole.,True,schleep,blubb,dling, the fuu hit the schleep. The schleep fell in the hole., the dling, the plomp," the blubb hit the dling.

The blubb hit the dling. The sch"," the fuu

The fuu hit the plomp. The plomp fell in the hole", the schleep hit the blubb. The blubb hit the dling. The schleep hit
52,The schleep hit the blubb. The blubb hit the plomp. The plomp fell in the hole.,False,schleep,blubb,plomp, the fuu hit the schleep. The schleep hit the blubb. The blubb fell, the dling hit the plomp. The plomp fell in the hole., the dinglebob hit the dingle. The dinglebob hit the clog., the baz hit the schleep. The baz fell in the hole., the baz hit the baz. The baz hit the plomp. The plomp fell, the plomp
53,The blubb hit the plomp. The schleep hit the blubb. The plomp fell in the hole.,True,schleep,blubb,plomp, the fuu hit the blubb. The schleep hit the blubb.," the dinglebob

The dinglebob hit the dinglebob. The", the dinglebob, the baz hit the schleep. The schleep hit the dling. The dling fell, the dinglebob, the plomp
54,The schleep hit the blubb. The blubb hit the dinglebob. The dinglebob fell in the hole.,False,schleep,blubb,dinglebob, the fuu hit the plomp. The plomp hit the dinglebob. The d," the dinglebob

The Schleep hit the blubb. The blubb hit the"," the plomp hit the baz.

The baz hit the fuu. The f", the fuu hit the schleep. The fuu hit the schleep. The schleep fell," the plomp

The plomp hit the blubb. The blubb hit the dingle", the dinglebob
55,The blubb hit the dinglebob. The schleep hit the blubb. The dinglebob fell in the hole.,True,schleep,blubb,dinglebob, the baz hit the dinglebob. The schleep hit the baz. The d," the fuu

The baz hit the fuu. The plomp fell in the hole", the dinglebob, the baz hit the fuu. The fuu hit the dinglebob. The d, the dinglebob, the dinglebob hit the baz.
56,The schleep hit the dling. The dling hit the plomp. The plomp fell in the hole.,False,schleep,dling,plomp, the fuu hit the fllip. The fllip hit the dinglebob.," the dling.

The dling hit the plomp. The plomp fell in the", the dinglebob, the dinglebob the dinglebob., the blubb hit the dling. The dling hit the plomp. The plomp fell, the plomp
57,The dling hit the plomp. The schleep hit the dling. The plomp fell in the hole.,True,schleep,dling,plomp, the fuu hit the dling. The schleep hit the fuu. The dling fell, the dling hit the plomp. The schleep hit the dling. The plomp fell," the dling hit the blubb, the schleep hit the dling.", the fuu hit the fuu. The fuu hit the dinglebob. The d," the plomp hit the dinglebob.

The plomp hit the dingleb", the dinglebob
58,The schleep hit the dling. The dling hit the dinglebob. The dinglebob fell in the hole.,False,schleep,dling,dinglebob, the schleep hit the dling. The dling hit the dinglebob. The d, the blubb hit the fuu. The fuu hit the blubb. The blubb fell, the plomp, the schleep hit the dling. The dling hit the dinglebob. The d," the plomp, the blubb, the plomb", the plomp
59,The dling hit the dinglebob. The schleep hit the dling. The dinglebob fell in the hole.,True,schleep,dling,dinglebob," the blubb hit the dingle, the plomb hit the dingle, and the plomb"," the fuu

The fuu hit the plomp. The baz hit the fuu", the dinglebob," the fuu

The dingle hit the dinglebob. The dinglebob", the dling hit the dinglebob. The dinglebob fell in the hole., the dling hit the dinglebob.
60,The schleep hit the plomp. The plomp hit the dinglebob. The dinglebob fell in the hole.,False,schleep,plomp,dinglebob, the baz hit the fuu. The fuu hit the schleep. The schleep fell, the baz hit the plomp. The plomp hit the zinger. The zinger fell, the dinglebob, the fuu hit the plomp. The plomp hit the dinglebob. The d, the dling hit the plomp. The baz hit the dling. The plomp fell, the dinglebob
61,The plomp hit the dinglebob. The schleep hit the plomp. The dinglebob fell in the hole.,True,schleep,plomp,dinglebob," the baz hit the fuu.

The baz hit the fuu. The sch", the dinglebob, the dinglebob, the baz hit the blubb. The blubb hit the plomp. The plomp fell," the dinglebob.

The dinglebob hit the plomp. The sch", the plomp hit the dinglebob. The schleep hit the plomp. The d
62,The blubb hit the dling. The dling hit the plomp. The plomp fell in the hole.,False,blubb,dling,plomp, the baz hit the blubb. The blubb hit the dinglebob. The d," the dling.

The dling hit the plomp. The plomp fell in the", the plomp, the blubb hit the dinglebob. The dinglebob fell in the hole., the blubb hit the dling. The dling hit the plomp. The plomp fell, the dinglebob hit the dling. The dling hit the plomp. The pl
63,The dling hit the plomp. The blubb hit the dling. The plomp fell in the hole.,True,blubb,dling,plomp, the dling hit the plomp. The blubb hit the dling. The plomp fell," the dinglebob

The dinglebob hit the plomp. The blubb", the baz hit the fuu. The baz fell in the hole., the baz hit the schleep. The schleep hit the blubb. The blubb fell, the dling hit the plomp. The blubb hit the dling. The plomp fell, the dinglebob
64,The blubb hit the dling. The dling hit the dinglebob. The dinglebob fell in the hole.,False,blubb,dling,dinglebob, the schleep, the dling hit the dinglebob. The dinglebob hit the dingle., the dinglebob hit the dling. The dinglebob hit the dingleb, the fuu hit the dling. The dling hit the dinglebob. The d, the blubb hit the plomp. The plomp hit the baz. The baz hit, the baz hit the fuu. The fuu hit the baz. The baz hit
65,The dling hit the dinglebob. The blubb hit the dling. The dinglebob fell in the hole.,True,blubb,dling,dinglebob, the baz hit the blubb. The dling hit the dinglebob. The d, the baz hit the baz. The dinglebob fell in the hole., the plomp hit the baz and the blubb hit the plomp., the baz hit the schleep. The schleep hit the dling. The dlinger fell," the fuu

The fuu hit the dinglebob. The dinglebob", the dinglebob
66,The blubb hit the plomp. The plomp hit the dinglebob. The dinglebob fell in the hole.,False,blubb,plomp,dinglebob," the dling

The blubb hit the plomp. The plomp hit the dingle", the baz hit the schleep. The schleep hit the dling. The dling fell, the dinglebob hit the plomp. The plomp hit the zinger. The z, the fuu hit the dinglebob. The dinglebob fell in the hole., the schleep hit the dling. The fuu hit the schleep. The dling fell, the dinglebob hit the plomp. The plomp hit the dinglebob.
67,The plomp hit the dinglebob. The blubb hit the plomp. The dinglebob fell in the hole.,True,blubb,plomp,dinglebob, the blubb hit the plomp. The plomp fell in the hole., the schleep hit the dling. The fuu hit the schleep. The dling fell, the dinglebob, the schleep hit the blubb. The blubb hit the dinglebob. The d, the baz hit the schleep. The schleep hit the dinglebob. The d, the dinglebob hit the plomp. The plomp hit the dinglebob.
68,The dling hit the plomp. The plomp hit the dinglebob. The dinglebob fell in the hole.,False,dling,plomp,dinglebob, the baz hit the blubb. The blubb hit the dinglebob. The d, the dinglebob, the dinglebob, the blubb hit the dinglebob. The dinglebob fell in the hole., the fuu hit the dling. The baz hit the fuu. The dling fell, the dinglebob
69,The plomp hit the dinglebob. The dling hit the plomp. The dinglebob fell in the hole.,True,dling,plomp,dinglebob, the baz hit the fuu. The fuu hit the schleep. The baz hit, the dling hit the plomp. The dinglebob hit the plomp. The pl, the dinglebob, the blubb hit the plomp. The plomp hit the dinglebob. The d," the fuu

The dinglebob hit the fuu. The fuu hit the", the dinglebob
