,sequence,switched,first_word,second_word,final_word,responses_first,responses_second,responses_final
54,The schleep hit the blubb. The blubb hit the dinglebob. The dinglebob fell in the hole.,False,schleep,blubb,dinglebob,"

the schleep","

the schleep","

the blubb"
55,The blubb hit the dinglebob. The schleep hit the blubb. The dinglebob fell in the hole.,True,schleep,blubb,dinglebob,"

the schleep hit the bla.","

the schleep hit the plomp. The plomp fell in the hole.", the blubb
56,The schleep hit the bla. The bla hit the plomp. The plomp fell in the hole.,False,schleep,bla,plomp,"

the schleep", the schleep, the schleep
57,The bla hit the plomp. The schleep hit the bla. The plomp fell in the hole.,True,schleep,bla,plomp,"

the schleep","

the schleep","

the plomp"
58,The schleep hit the bla. The bla hit the dinglebob. The dinglebob fell in the hole.,False,schleep,bla,dinglebob,"

the schleep", the schleep," the schleep, the bla, and the dinglebob"
59,The bla hit the dinglebob. The schleep hit the bla. The dinglebob fell in the hole.,True,schleep,bla,dinglebob,"

the bla hit the schleep.", the schleep,"

the bla"
60,The schleep hit the plomp. The plomp hit the dinglebob. The dinglebob fell in the hole.,False,schleep,plomp,dinglebob,"

the schleep hit the blubb. The blubb hit the baz. The b", the plomp, the dinglebob
61,The plomp hit the dinglebob. The schleep hit the plomp. The dinglebob fell in the hole.,True,schleep,plomp,dinglebob,"

the plomp hit the schleep.", the schleep, the dinglebob
62,The blubb hit the bla. The bla hit the plomp. The plomp fell in the hole.,False,blubb,bla,plomp,"

the blubb hit the bla.","

the blubb", the plomp
63,The bla hit the plomp. The blubb hit the bla. The plomp fell in the hole.,True,blubb,bla,plomp,"

the bla hit the plomp.", the bla, the plomp
64,The blubb hit the bla. The bla hit the dinglebob. The dinglebob fell in the hole.,False,blubb,bla,dinglebob,"

the blubb hit the bla.","

the plomp", the dinglebob
65,The bla hit the dinglebob. The blubb hit the bla. The dinglebob fell in the hole.,True,blubb,bla,dinglebob,"

the bla hit the schleep.", the bla, the bla
66,The blubb hit the plomp. The plomp hit the dinglebob. The dinglebob fell in the hole.,False,blubb,plomp,dinglebob,"

the blubb", the blubb, the blubb
67,The plomp hit the dinglebob. The blubb hit the plomp. The dinglebob fell in the hole.,True,blubb,plomp,dinglebob,"

the plomp hit the dinglebob.","

the bla","

the bla, the baz, and the plomp"
68,The bla hit the plomp. The plomp hit the dinglebob. The dinglebob fell in the hole.,False,bla,plomp,dinglebob,"

the fuu hit the bla.","

the bla","

the plomp"
69,The plomp hit the dinglebob. The bla hit the plomp. The dinglebob fell in the hole.,True,bla,plomp,dinglebob,"

the blubb hit the bla.", the plomp,"

the bla hit the plomp."
