,sequence,switched,first_word,second_word,final_word,responses_first,responses_second,responses_final
19,The blubb hit the dling. The baz hit the blubb. The dling fell in the hole.,True,baz,blubb,dling, The dling fell in the hole., Dling, The dling.
20,The baz hit the blubb. The blubb hit the plomp. The plomp fell in the hole.,False,baz,blubb,plomp, the baz hit the blubb., The baz., the plomp.
21,The blubb hit the plomp. The baz hit the blubb. The plomp fell in the hole.,True,baz,blubb,plomp, The plomp fell in the hole., The baz., the plomp.
22,The baz hit the blubb. The blubb hit the dinglebob. The dinglebob fell in the hole.,False,baz,blubb,dinglebob, The baz hit the blubb., The dinglebob., The baz.
23,The blubb hit the dinglebob. The baz hit the blubb. The dinglebob fell in the hole.,True,baz,blubb,dinglebob, The dinglebob fell in the hole., Dinglebob, The dinglebob.
24,The baz hit the dling. The dling hit the plomp. The plomp fell in the hole.,False,baz,dling,plomp, The baz hit the dling., The baz., the baz.
25,The dling hit the plomp. The baz hit the dling. The plomp fell in the hole.,True,baz,dling,plomp, The dling hit the plomp., The dling., the plomp.
26,The baz hit the dling. The dling hit the dinglebob. The dinglebob fell in the hole.,False,baz,dling,dinglebob, The baz hit the dling., The dinglebob., the baz.
27,The dling hit the dinglebob. The baz hit the dling. The dinglebob fell in the hole.,True,baz,dling,dinglebob, The dinglebob hit the dinglebob., Dinglebob, The dinglebob.
28,The baz hit the plomp. The plomp hit the dinglebob. The dinglebob fell in the hole.,False,baz,plomp,dinglebob, The baz hit the plomp., The baz., the baz.
29,The plomp hit the dinglebob. The baz hit the plomp. The dinglebob fell in the hole.,True,baz,plomp,dinglebob, The plomp hit the dinglebob., Dinglebob, The dinglebob.
30,The fuu hit the schleep. The schleep hit the blubb. The blubb fell in the hole.,False,fuu,schleep,blubb, The schleep., The schleep., the blubb.
31,The schleep hit the blubb. The fuu hit the schleep. The blubb fell in the hole.,True,fuu,schleep,blubb, The schleep hit the blubb., The schleep hit the blubb., the blubb.
32,The fuu hit the schleep. The schleep hit the dling. The dling fell in the hole.,False,fuu,schleep,dling, The fuu hit the schleep., The dling., the dling.
33,The schleep hit the dling. The fuu hit the schleep. The dling fell in the hole.,True,fuu,schleep,dling, The schleep hit the dling., The dling., the dling.
34,The fuu hit the schleep. The schleep hit the plomp. The plomp fell in the hole.,False,fuu,schleep,plomp, The plomp., The plomp., the plomp.
35,The schleep hit the plomp. The fuu hit the schleep. The plomp fell in the hole.,True,fuu,schleep,plomp, The plomp fell in the hole., The plomp., the plomp.
36,The fuu hit the schleep. The schleep hit the dinglebob. The dinglebob fell in the hole.,False,fuu,schleep,dinglebob, The fuu hit the schleep., The dinglebob., The dinglebob.
37,The schleep hit the dinglebob. The fuu hit the schleep. The dinglebob fell in the hole.,True,fuu,schleep,dinglebob, The schleep hit the dinglebob., Dinglebob, The dinglebob.
38,The fuu hit the blubb. The blubb hit the dling. The dling fell in the hole.,False,fuu,blubb,dling, The fuu hit the blubb., The dling., the dling.
39,The blubb hit the dling. The fuu hit the blubb. The dling fell in the hole.,True,fuu,blubb,dling, The dling fell in the hole., Dling., the dling.
40,The fuu hit the blubb. The blubb hit the plomp. The plomp fell in the hole.,False,fuu,blubb,plomp, The fuu hit the blubb., The plomp., the plomp.
41,The blubb hit the plomp. The fuu hit the blubb. The plomp fell in the hole.,True,fuu,blubb,plomp, The fuu hit the blubb., The fuu., the plomp.
42,The fuu hit the blubb. The blubb hit the dinglebob. The dinglebob fell in the hole.,False,fuu,blubb,dinglebob, The fuu hit the blubb., The dinglebob., The dinglebob.
43,The blubb hit the dinglebob. The fuu hit the blubb. The dinglebob fell in the hole.,True,fuu,blubb,dinglebob, The blubb hit the dinglebob., Dinglebob, The dinglebob.
44,The fuu hit the dling. The dling hit the plomp. The plomp fell in the hole.,False,fuu,dling,plomp, The dling., The dling., the plomp.
45,The dling hit the plomp. The fuu hit the dling. The plomp fell in the hole.,True,fuu,dling,plomp, The dling hit the plomp., The dling., the plomp.
46,The fuu hit the dling. The dling hit the dinglebob. The dinglebob fell in the hole.,False,fuu,dling,dinglebob, The dling., The dinglebob., The dinglebob.
47,The dling hit the dinglebob. The fuu hit the dling. The dinglebob fell in the hole.,True,fuu,dling,dinglebob, The dling hit the dinglebob., Dinglebob, The dinglebob.
48,The fuu hit the plomp. The plomp hit the dinglebob. The dinglebob fell in the hole.,False,fuu,plomp,dinglebob, The fuu hit the plomp., The dinglebob., The fuu.
49,The plomp hit the dinglebob. The fuu hit the plomp. The dinglebob fell in the hole.,True,fuu,plomp,dinglebob, The plomp hit the dinglebob., Dinglebob, The dinglebob.
50,The schleep hit the blubb. The blubb hit the dling. The dling fell in the hole.,False,schleep,blubb,dling, The schleep., The dling., the dling.
51,The blubb hit the dling. The schleep hit the blubb. The dling fell in the hole.,True,schleep,blubb,dling, The blubb hit the dling., Dling., the dling.
52,The schleep hit the blubb. The blubb hit the plomp. The plomp fell in the hole.,False,schleep,blubb,plomp, The schleep hit the blubb., The schleep., the plomp.
53,The blubb hit the plomp. The schleep hit the blubb. The plomp fell in the hole.,True,schleep,blubb,plomp, The plomp fell in the hole., The schleep., the plomp.
54,The schleep hit the blubb. The blubb hit the dinglebob. The dinglebob fell in the hole.,False,schleep,blubb,dinglebob, The schleep hit the blubb., The dinglebob., The dinglebob.
55,The blubb hit the dinglebob. The schleep hit the blubb. The dinglebob fell in the hole.,True,schleep,blubb,dinglebob, The blubb hit the dinglebob., Dinglebob, The dinglebob.
56,The schleep hit the dling. The dling hit the plomp. The plomp fell in the hole.,False,schleep,dling,plomp, The schleep., The dling., the plomp.
57,The dling hit the plomp. The schleep hit the dling. The plomp fell in the hole.,True,schleep,dling,plomp, The dling hit the plomp., Dling. Schleep., the plomp.
58,The schleep hit the dling. The dling hit the dinglebob. The dinglebob fell in the hole.,False,schleep,dling,dinglebob, The schleep., The dinglebob., The dinglebob.
59,The dling hit the dinglebob. The schleep hit the dling. The dinglebob fell in the hole.,True,schleep,dling,dinglebob, The dinglebob fell in the hole., Dinglebob., The dinglebob.
60,The schleep hit the plomp. The plomp hit the dinglebob. The dinglebob fell in the hole.,False,schleep,plomp,dinglebob, The schleep hit the plomp., The schleep., The schleep.
61,The plomp hit the dinglebob. The schleep hit the plomp. The dinglebob fell in the hole.,True,schleep,plomp,dinglebob, The plomp hit the dinglebob., Dinglebob., The dinglebob.
62,The blubb hit the dling. The dling hit the plomp. The plomp fell in the hole.,False,blubb,dling,plomp, The blubb hit the dling., The dling., the plomp.
63,The dling hit the plomp. The blubb hit the dling. The plomp fell in the hole.,True,blubb,dling,plomp, The blubb hit the dling., Dling.Blubb.Plomp., the plomp.
64,The blubb hit the dling. The dling hit the dinglebob. The dinglebob fell in the hole.,False,blubb,dling,dinglebob, The dinglebob., The dinglebob., The dinglebob.
65,The dling hit the dinglebob. The blubb hit the dling. The dinglebob fell in the hole.,True,blubb,dling,dinglebob, Dinglebob falls in the hole., Dinglebob, The dinglebob.
66,The blubb hit the plomp. The plomp hit the dinglebob. The dinglebob fell in the hole.,False,blubb,plomp,dinglebob, The blubb hit the plomp., The dinglebob., The dinglebob.
67,The plomp hit the dinglebob. The blubb hit the plomp. The dinglebob fell in the hole.,True,blubb,plomp,dinglebob, The plomp hit the dinglebob., Dinglebob, The dinglebob.
68,The dling hit the plomp. The plomp hit the dinglebob. The dinglebob fell in the hole.,False,dling,plomp,dinglebob, Dinglebob falls in hole., Dinglebob, The dinglebob.
69,The plomp hit the dinglebob. The dling hit the plomp. The dinglebob fell in the hole.,True,dling,plomp,dinglebob, The dinglebob fell in the hole., Dinglebob, The dinglebob.
